"sex","age","race","juv_fel_count","decile_score","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","c_charge_degree","is_recid","r_charge_degree","v_decile_score","v_score_text","score_text","class"
"2",45,"3",0,6,0,0,21,-1,1,"1",1,"1",1,"2","3",0
"2",22,"1",1,9,0,0,2,0,0,"1",1,"2",10,"1","1",0
"2",39,"3",0,5,0,0,0,-1,1,"2",0,"3",2,"2","3",0
"1",44,"4",0,3,0,0,4,-85,86,"1",1,"2",1,"2","2",0
"2",65,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"2",60,"4",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",20,"3",0,10,0,0,0,-1,1,"1",0,"3",9,"1","1",0
"2",20,"1",0,10,0,0,1,-1,1,"1",1,"1",10,"1","1",0
"1",32,"3",0,1,0,0,0,-1,1,"1",1,"2",2,"2","2",0
"2",22,"3",0,8,0,0,0,-1,1,"1",0,"3",6,"3","1",0
"2",39,"1",0,4,0,0,3,-39,40,"2",1,"2",2,"2","2",0
"2",26,"3",0,1,0,0,0,0,0,"1",0,"3",2,"2","2",0
"2",40,"3",0,8,0,0,0,-1,1,"2",1,"1",10,"1","1",1
"2",51,"3",0,1,0,0,0,0,1,"1",0,"3",1,"2","2",0
"2",45,"3",0,2,0,0,2,-1,1,"2",0,"3",1,"2","2",0
"2",31,"1",0,7,0,0,0,0,0,"1",0,"3",3,"2","3",0
"1",39,"4",0,2,0,0,2,0,0,"1",0,"3",1,"2","2",0
"2",29,"1",0,5,0,0,0,-1,1,"1",1,"2",4,"2","3",0
"2",23,"1",0,3,0,0,0,0,1,"2",1,"1",4,"2","2",0
"2",30,"3",0,2,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"2",52,"1",3,5,0,0,23,-1,0,"1",0,"3",2,"2","3",0
"2",25,"4",0,2,0,0,2,-1,744,"2",0,"3",2,"2","2",0
"1",46,"3",0,7,0,0,7,-1,1,"1",1,"1",3,"2","3",0
"1",22,"1",0,7,0,0,0,0,1,"2",1,"2",5,"3","3",1
"1",35,"1",0,5,0,0,4,-1,1,"1",0,"3",3,"2","3",0
"2",47,"3",0,3,0,0,1,-1,1,"1",1,"2",1,"2","2",1
"1",30,"1",0,2,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"1",26,"4",0,5,0,0,4,-1,1,"1",0,"3",2,"2","3",0
"2",30,"1",0,2,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"2",60,"1",0,8,0,0,9,-1,1,"1",0,"3",1,"2","1",0
"2",43,"1",0,9,0,0,15,-1,1,"2",1,"1",6,"3","1",1
"2",21,"1",0,6,0,0,1,-1,1,"1",0,"3",6,"3","3",0
"2",39,"3",0,1,0,0,2,-26,26,"2",0,"3",1,"2","2",0
"2",35,"4",0,2,0,0,0,-1,1,"1",1,"2",2,"2","2",1
"2",48,"3",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",32,"4",0,1,0,0,0,0,1,"2",0,"3",2,"2","2",0
"2",45,"3",0,3,0,0,5,-1,1,"1",0,"3",2,"2","2",0
"2",42,"1",0,5,0,0,8,-1,1,"1",0,"3",2,"2","3",0
"2",37,"1",0,9,0,0,0,-1,1,"1",0,"3",3,"2","1",0
"2",55,"4",0,2,0,0,1,0,1,"1",1,"1",1,"2","2",0
"2",36,"3",0,2,0,0,1,-2,2,"1",0,"3",1,"2","2",0
"1",48,"3",0,4,0,0,4,0,0,"1",0,"3",1,"2","2",0
"2",35,"1",0,7,0,0,11,-1,1,"1",0,"3",3,"2","3",0
"2",46,"3",0,5,0,0,9,0,1,"2",0,"3",2,"2","3",0
"2",44,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",32,"3",0,2,0,0,1,-1,1,"2",0,"3",2,"2","2",0
"2",30,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",35,"1",0,8,0,0,12,-1,1,"1",1,"2",7,"3","1",0
"2",31,"3",0,3,0,0,1,-1,1,"1",1,"2",2,"2","2",0
"2",20,"3",0,5,0,0,1,-70,70,"1",1,"2",6,"3","3",0
"2",52,"1",0,8,0,0,5,-1,1,"1",0,"3",2,"2","1",0
"2",52,"1",0,4,0,0,0,-1,1,"1",1,"1",1,"2","2",0
"2",34,"3",0,5,0,0,3,0,0,"2",0,"3",3,"2","3",0
"1",23,"1",0,2,0,0,0,-1,1,"1",0,"3",3,"2","2",0
"2",31,"1",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",35,"1",0,7,0,0,0,-519,2892,"2",0,"3",2,"2","3",0
"2",41,"6",0,1,0,0,1,0,1,"2",0,"3",1,"2","2",0
"1",39,"3",0,4,0,0,8,-1,1,"1",0,"3",2,"2","2",0
"1",31,"1",0,6,0,0,0,-2,5,"2",1,"2",4,"2","3",1
"2",35,"3",0,3,0,0,0,-1,1,"1",1,"1",2,"2","2",0
"1",32,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",38,"4",1,7,0,1,7,-1,1,"1",1,"2",2,"2","3",0
"1",36,"1",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"2",57,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",46,"4",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",23,"3",0,9,0,0,4,-1,1,"2",1,"2",5,"3","1",0
"2",39,"3",0,2,0,0,4,-29,29,"2",0,"3",1,"2","2",0
"1",26,"3",0,6,0,0,3,-1,1,"1",1,"2",4,"2","3",0
"2",54,"3",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",22,"1",0,8,0,0,0,-1,1,"1",1,"2",9,"1","1",0
"2",23,"3",0,2,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",52,"3",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",28,"3",0,5,0,0,5,0,0,"1",0,"3",4,"2","3",0
"2",26,"1",0,4,0,0,7,-2,2,"1",0,"3",4,"2","2",0
"2",52,"1",0,9,0,0,7,-1,1,"1",1,"2",3,"2","1",1
"2",39,"1",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",48,"3",0,1,0,0,1,-1,1,"2",0,"3",1,"2","2",0
"2",56,"1",0,3,0,0,8,-106,106,"1",0,"3",3,"2","2",0
"2",20,"1",0,7,0,1,0,-1,1,"1",1,"2",6,"3","3",0
"2",35,"4",0,3,0,1,0,-1,1,"1",0,"3",2,"2","2",0
"2",20,"1",0,8,0,0,2,-2,2,"1",0,"3",7,"3","1",0
"2",34,"3",0,4,0,0,3,-1,1,"2",0,"3",1,"2","2",0
"2",35,"3",0,4,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",57,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",32,"6",0,1,0,0,1,-15,15,"1",0,"3",1,"2","2",0
"2",58,"1",0,2,0,0,0,-7,7,"2",0,"3",1,"2","2",0
"2",26,"3",0,2,0,0,3,-1,1,"2",1,"2",2,"2","2",0
"2",41,"3",0,9,0,0,3,0,1,"1",0,"3",6,"3","1",0
"2",34,"4",0,2,0,0,3,-6,6,"2",0,"3",2,"2","2",0
"2",49,"1",0,10,0,0,19,-1,1,"1",0,"3",6,"3","1",0
"2",41,"4",0,1,0,0,1,-38,1364,"2",0,"3",1,"2","2",0
"2",22,"1",0,3,0,0,1,-29,29,"1",0,"3",5,"3","2",0
"1",45,"3",0,6,0,0,1,0,0,"1",0,"3",4,"2","3",0
"2",57,"1",0,7,0,0,19,-1,1,"1",0,"3",4,"2","3",0
"1",27,"1",0,4,0,0,2,-14,14,"2",1,"2",3,"2","2",0
"2",21,"1",0,9,2,6,8,30,234,"1",1,"1",5,"3","1",1
"2",39,"4",0,1,0,0,0,0,0,"1",0,"3",1,"2","2",0
"2",32,"1",0,7,0,0,0,-1,1,"1",1,"2",3,"2","3",0
"2",38,"3",0,4,0,0,3,-2,2,"1",0,"3",1,"2","2",0
"1",27,"1",1,5,0,0,1,0,0,"1",0,"3",4,"2","3",0
"2",26,"1",0,8,0,0,4,0,0,"1",1,"2",6,"3","1",1
"2",40,"1",0,9,0,0,0,-1,1,"1",0,"3",4,"2","1",0
"2",35,"1",0,4,0,0,1,0,1,"2",0,"3",2,"2","2",0
"2",52,"3",0,10,0,0,1,-1,0,"2",0,"3",4,"2","1",0
"2",22,"1",0,10,1,1,3,0,0,"1",1,"1",10,"1","1",1
"2",45,"4",0,3,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",26,"1",0,6,0,1,3,-1,1,"1",1,"1",4,"2","3",0
"2",38,"1",1,4,0,0,6,-52,52,"1",0,"3",3,"2","2",0
"2",23,"1",0,7,0,0,2,-1,1,"1",1,"2",6,"3","3",1
"1",64,"3",0,1,0,0,2,-47,48,"2",0,"3",1,"2","2",0
"2",25,"4",0,1,0,0,1,-1,1,"2",0,"3",2,"2","2",0
"2",22,"1",0,6,0,0,2,-1,1,"2",0,"3",6,"3","3",0
"2",29,"3",0,3,0,0,0,-2,3,"2",0,"3",1,"2","2",0
"1",27,"3",0,6,0,0,0,-1,1,"1",1,"1",3,"2","3",0
"2",48,"3",1,8,0,0,15,-360,0,"1",0,"3",2,"2","1",0
"2",28,"4",0,1,0,0,0,-1,1,"1",0,"3",2,"2","2",0
"1",30,"3",0,2,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",41,"3",0,1,0,0,0,-1,1,"2",1,"2",1,"2","2",0
"2",29,"1",0,2,0,0,0,-1,1,"2",1,"2",2,"2","2",0
"1",30,"1",0,8,4,1,12,-1,1,"1",0,"3",3,"2","1",0
"2",29,"1",0,9,0,0,0,-1,1,"2",1,"2",10,"1","1",0
"2",22,"3",0,3,0,0,1,-27,27,"1",0,"3",4,"2","2",0
"2",32,"1",0,5,0,0,0,-1,1,"2",0,"3",2,"2","3",0
"2",56,"3",0,2,0,0,5,-45,45,"1",0,"3",1,"2","2",0
"1",39,"1",0,6,0,0,3,-1,1,"2",0,"3",2,"2","3",0
"1",53,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",26,"1",0,9,0,0,8,-1,1,"1",1,"2",6,"3","1",0
"2",43,"4",0,3,0,0,1,305,1,"1",0,"3",2,"2","2",0
"2",57,"1",0,10,0,0,27,-9,9,"2",0,"3",9,"1","1",0
"2",21,"1",0,8,0,1,0,0,1,"1",1,"2",9,"1","1",0
"2",21,"1",0,8,0,1,1,-1,1,"1",0,"3",7,"3","1",0
"2",28,"1",0,6,0,0,8,-1,1,"1",1,"1",6,"3","3",0
"2",35,"1",0,9,0,1,1,-1,1159,"2",1,"1",3,"2","1",1
"1",34,"3",0,9,0,0,10,22,77,"1",1,"2",5,"3","1",1
"1",33,"3",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",42,"3",0,3,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",55,"3",0,1,0,0,0,0,1,"1",0,"3",1,"2","2",0
"2",29,"1",0,1,0,0,1,0,0,"2",0,"3",2,"2","2",0
"1",65,"3",0,1,0,0,1,-11,11,"1",0,"3",1,"2","2",0
"2",49,"1",0,1,0,0,0,-4,4,"1",0,"3",1,"2","2",0
"2",25,"1",0,3,0,0,0,-1,1,"2",0,"3",5,"3","2",0
"2",23,"4",0,9,1,0,2,-1,1,"1",0,"3",7,"3","1",0
"1",38,"6",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",47,"3",0,4,0,0,11,-104,104,"1",0,"3",3,"2","2",0
"2",67,"1",0,1,0,0,1,19,259,"1",0,"3",1,"2","2",0
"2",43,"1",0,3,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",54,"3",0,5,0,0,13,80,144,"1",0,"3",5,"3","3",0
"2",51,"1",0,3,0,0,4,434,1,"2",0,"3",6,"3","2",0
"2",31,"1",0,2,0,0,0,-1,1,"1",0,"3",4,"2","2",0
"2",52,"3",0,2,0,0,3,-22,22,"1",0,"3",2,"2","2",0
"2",34,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",32,"3",0,1,0,0,1,-7,7,"1",1,"2",2,"2","2",1
"2",43,"4",0,1,0,0,2,-12,12,"2",1,"2",1,"2","2",0
"2",59,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",26,"3",0,2,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"1",44,"1",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",31,"3",0,8,0,0,1,-1,1,"1",0,"3",5,"3","1",0
"2",41,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"2",25,"4",0,2,0,0,0,-1,1,"1",0,"3",3,"2","2",0
"2",48,"1",0,10,0,0,14,-45,45,"1",0,"3",4,"2","1",0
"2",23,"1",0,10,0,0,0,0,0,"2",1,"2",5,"3","1",0
"1",27,"1",0,2,0,0,1,-31,31,"1",1,"2",2,"2","2",0
"2",20,"3",0,2,0,2,1,-1,1,"1",1,"2",5,"3","2",0
"2",20,"3",0,5,0,0,0,0,0,"1",1,"2",9,"1","3",0
"2",49,"4",0,1,0,0,0,-4,4,"1",0,"3",1,"2","2",0
"2",38,"1",0,1,0,0,5,-1,1,"1",0,"3",1,"2","2",0
"2",47,"1",0,1,0,0,1,-3,3,"1",1,"2",2,"2","2",0
"2",36,"1",0,8,0,0,5,-20,20,"2",1,"1",3,"2","1",0
"1",33,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",36,"1",0,2,0,0,1,550,350,"1",1,"1",4,"2","2",0
"2",31,"4",0,6,0,0,1,-1,1,"2",0,"3",5,"3","3",0
"1",36,"3",0,2,0,0,4,232,15,"1",1,"2",3,"2","2",0
"2",21,"3",0,5,0,0,0,-1,1,"1",1,"2",5,"3","3",0
"2",59,"1",0,4,0,0,8,-1,1,"1",1,"1",2,"2","2",0
"2",52,"4",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",25,"3",0,5,0,0,1,-1,1,"1",0,"3",3,"2","3",0
"2",38,"3",3,9,0,0,11,-1,1,"1",0,"3",10,"1","1",0
"2",24,"1",0,8,0,0,0,0,1,"1",0,"3",7,"3","1",0
"2",54,"3",0,3,0,0,1,102,1,"1",1,"2",1,"2","2",0
"2",53,"1",0,7,0,0,18,0,0,"1",0,"3",2,"2","3",0
"2",24,"1",0,6,0,0,3,-3,3,"1",1,"2",6,"3","3",0
"1",35,"1",0,7,0,1,5,-1,1,"1",1,"2",3,"2","3",1
"2",30,"1",0,8,0,0,8,-1,1,"1",1,"1",3,"2","1",0
"2",45,"4",0,6,0,0,6,-14,13,"1",0,"3",5,"3","3",0
"2",27,"3",0,3,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",36,"1",0,6,0,0,0,-1,1,"1",0,"3",1,"2","3",0
"2",26,"1",0,10,1,0,24,0,1,"1",1,"1",7,"3","1",1
"2",48,"3",0,6,0,0,18,48,77,"1",1,"1",1,"2","3",0
"2",26,"3",0,4,0,0,2,-60,60,"1",0,"3",4,"2","2",0
"2",77,"3",0,1,0,0,1,-1,2,"2",0,"3",1,"2","2",0
"2",55,"1",0,8,0,0,12,-40,40,"1",0,"3",6,"3","1",0
"1",27,"3",0,10,0,0,6,-1,1,"1",0,"3",9,"1","1",0
"1",50,"3",0,1,0,0,1,-1,1,"2",1,"2",1,"2","2",0
"2",62,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",30,"1",0,3,1,0,7,-1,1,"1",0,"3",2,"2","2",0
"2",48,"1",1,7,0,0,10,-1,1,"1",1,"2",6,"3","3",0
"2",32,"4",0,1,0,0,0,-2,2,"1",0,"3",1,"2","2",0
"2",47,"3",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",27,"1",0,5,0,0,6,-1,1,"1",1,"1",3,"2","3",0
"2",23,"1",0,6,1,0,2,-1,1,"1",1,"1",5,"3","3",0
"2",27,"6",0,2,0,2,2,-1,1,"2",0,"3",2,"2","2",0
"2",19,"3",0,4,0,3,0,0,0,"1",0,"3",6,"3","2",0
"2",34,"3",0,2,0,0,5,0,0,"1",1,"1",2,"2","2",0
"2",27,"1",0,8,0,0,3,-1,1,"1",1,"2",6,"3","1",1
"2",23,"1",0,6,0,1,5,0,1,"1",1,"2",5,"3","3",0
"2",50,"3",0,2,0,0,8,-14,14,"1",0,"3",5,"3","2",0
"2",24,"1",0,5,1,0,5,-1,1,"1",1,"2",4,"2","3",0
"2",64,"1",0,10,0,0,7,-29,29,"1",0,"3",6,"3","1",0
"2",29,"1",0,10,0,6,6,-1,307,"2",0,"3",7,"3","1",0
"2",23,"3",0,5,0,0,4,-1,1,"2",1,"2",4,"2","3",0
"2",26,"3",0,9,0,0,0,-1,1,"2",0,"3",7,"3","1",0
"2",21,"3",0,3,0,0,1,-1,1,"1",0,"3",6,"3","2",0
"1",57,"3",0,1,0,0,2,-82,83,"1",0,"3",1,"2","2",0
"2",26,"1",0,4,0,0,2,607,1157,"1",0,"3",4,"2","2",0
"2",27,"1",0,2,0,0,0,-1,1,"2",1,"1",3,"2","2",1
"1",33,"3",0,2,0,0,2,-29,29,"1",0,"3",1,"2","2",0
"2",51,"1",0,2,0,0,3,-1,1,"1",0,"3",1,"2","2",0
"2",24,"3",0,1,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",22,"1",0,3,0,0,3,-1,1,"1",1,"2",4,"2","2",0
"1",75,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",20,"3",0,5,0,0,0,-1,1,"1",0,"3",7,"3","3",0
"2",28,"3",0,7,0,0,5,-76,183,"2",0,"3",6,"3","3",0
"2",25,"1",0,9,1,0,11,-1,1,"1",1,"1",8,"1","1",1
"2",39,"1",0,9,0,0,4,-1,1,"1",0,"3",5,"3","1",0
"2",28,"3",0,3,0,0,1,-5,5,"1",0,"3",2,"2","2",0
"2",50,"1",0,8,0,0,15,-1,1,"2",0,"3",4,"2","1",0
"2",71,"3",0,1,0,0,2,-17,17,"2",0,"3",1,"2","2",0
"2",48,"1",0,9,0,0,14,23,298,"1",1,"1",3,"2","1",0
"2",25,"3",0,9,0,0,5,-1,1,"1",1,"2",7,"3","1",0
"2",34,"1",0,7,1,0,27,-1,1,"2",0,"3",3,"2","3",0
"2",26,"1",0,3,0,0,2,-106,107,"2",0,"3",4,"2","2",0
"1",38,"1",0,1,0,0,3,0,0,"1",1,"2",1,"2","2",0
"2",21,"1",0,9,0,0,4,-1,0,"1",1,"2",6,"3","1",0
"2",28,"1",0,2,0,0,3,-1,1,"1",1,"2",3,"2","2",1
"2",25,"3",2,8,12,7,19,-1,1,"1",0,"3",9,"1","1",0
"2",22,"1",0,6,0,0,2,250,105,"2",1,"2",6,"3","3",1
"2",46,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",30,"1",0,9,1,0,14,-1,1,"1",1,"2",7,"3","1",0
"2",29,"3",0,6,0,0,2,-32,32,"1",0,"3",8,"1","3",0
"2",22,"1",1,7,0,0,1,-1,1,"2",0,"3",6,"3","3",0
"1",38,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",28,"3",0,7,0,0,2,-1,1,"1",0,"3",8,"1","3",0
"2",35,"3",0,2,0,1,1,-1,1,"1",0,"3",1,"2","2",0
"2",52,"1",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",30,"1",0,3,0,0,7,-1,1,"1",0,"3",3,"2","2",0
"2",27,"5",0,7,0,0,3,0,0,"2",0,"3",4,"2","3",0
"2",37,"3",0,8,0,0,11,0,0,"1",1,"2",2,"2","1",0
"2",30,"3",0,3,0,0,0,-7,7,"1",0,"3",1,"2","2",0
"2",36,"3",0,1,0,0,2,-17,17,"2",0,"3",1,"2","2",0
"2",40,"3",0,4,0,0,1,-1,1,"2",0,"3",3,"2","2",0
"2",48,"3",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",36,"3",0,4,0,0,14,-38,38,"1",1,"2",1,"2","2",0
"2",64,"4",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"1",20,"1",0,6,0,0,0,-1,1,"1",0,"3",6,"3","3",0
"2",51,"3",0,4,0,0,1,0,1,"1",0,"3",1,"2","2",0
"2",22,"3",0,8,0,0,2,-1,1,"1",0,"3",6,"3","1",0
"1",25,"1",0,7,0,0,6,24,21,"1",1,"2",6,"3","3",0
"2",23,"4",0,3,0,0,1,-5,5,"2",0,"3",4,"2","2",0
"2",24,"1",0,7,0,0,0,0,0,"1",1,"1",7,"3","3",0
"2",32,"3",0,7,0,0,0,-1,1,"1",0,"3",4,"2","3",0
"2",53,"3",0,1,0,0,3,-1,1,"1",1,"2",1,"2","2",0
"2",27,"1",0,9,0,0,9,0,0,"1",1,"2",8,"1","1",0
"2",33,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",27,"1",0,10,0,0,7,0,0,"1",1,"1",10,"1","1",0
"2",30,"1",0,6,0,0,1,-1,1,"1",1,"2",4,"2","3",1
"2",37,"3",0,1,0,0,0,0,0,"2",0,"3",2,"2","2",0
"2",39,"1",0,3,0,0,0,0,0,"1",0,"3",2,"2","2",0
"2",36,"3",0,1,0,0,4,85,126,"2",1,"1",1,"2","2",1
"1",24,"1",0,6,0,0,3,-14,14,"1",0,"3",5,"3","3",0
"1",24,"3",0,5,1,0,3,-1,1,"2",1,"2",5,"3","3",0
"2",33,"3",0,2,0,0,2,-2,2,"1",0,"3",1,"2","2",0
"2",26,"1",0,2,0,0,1,-1,1,"1",0,"3",3,"2","2",0
"2",34,"1",0,2,0,0,1,-1,1,"1",0,"3",2,"2","2",0
"2",39,"3",0,2,0,0,0,-1,1,"2",0,"3",2,"2","2",0
"2",50,"3",0,2,0,0,1,0,0,"1",0,"3",1,"2","2",0
"1",26,"3",0,3,0,0,0,-1,1,"2",0,"3",3,"2","2",0
"2",25,"6",0,3,0,0,2,-1,1,"2",0,"3",5,"3","2",0
"2",28,"1",0,2,0,0,3,-1,1,"2",1,"2",3,"2","2",0
"2",54,"1",0,6,0,0,5,-1,1,"1",0,"3",3,"2","3",0
"2",29,"1",0,5,0,0,0,-1,1,"2",0,"3",3,"2","3",0
"2",63,"3",0,1,0,0,0,0,1,"2",1,"2",1,"2","2",0
"2",43,"4",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",52,"3",0,2,0,0,4,-1,1,"2",0,"3",2,"2","2",0
"2",66,"3",0,2,0,0,7,36,181,"1",0,"3",1,"2","2",0
"2",26,"3",0,4,0,0,1,-39,39,"1",0,"3",3,"2","2",0
"2",24,"3",0,2,0,0,0,-1,1,"1",1,"2",3,"2","2",0
"2",22,"3",0,3,0,0,0,0,1,"2",0,"3",4,"2","2",0
"1",21,"1",0,3,0,0,2,-72,12,"2",0,"3",5,"3","2",0
"2",58,"3",0,4,0,0,1,0,0,"1",0,"3",1,"2","2",0
"1",24,"1",0,5,0,0,1,0,0,"2",1,"2",4,"2","3",1
"2",58,"3",0,1,0,0,1,-1,3376,"1",0,"3",1,"2","2",0
"2",61,"4",0,2,0,0,2,-85,86,"1",0,"3",1,"2","2",0
"2",39,"1",0,3,0,0,2,0,0,"1",1,"2",1,"2","2",0
"1",22,"3",0,9,0,0,0,-1,1,"2",0,"3",7,"3","1",0
"2",23,"3",0,4,0,0,1,-1,1,"1",0,"3",5,"3","2",0
"2",23,"1",0,5,0,0,2,-1,1,"1",1,"1",8,"1","3",0
"2",20,"1",0,7,0,1,1,-1,1,"1",0,"3",6,"3","3",0
"2",69,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"2",53,"3",0,2,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",24,"1",0,4,0,0,1,0,1,"1",1,"2",5,"3","2",0
"2",50,"3",0,2,0,0,2,-1,1,"1",1,"2",1,"2","2",1
"2",57,"4",0,1,0,0,3,-1,1,"1",0,"3",1,"2","2",0
"1",38,"3",0,5,0,0,1,-18,18,"2",1,"2",2,"2","3",0
"2",34,"3",0,4,0,0,2,-1,1,"1",0,"3",2,"2","2",0
"2",24,"1",2,6,1,0,3,0,0,"2",1,"2",8,"1","3",0
"2",51,"3",0,3,0,0,7,35,62,"1",0,"3",1,"2","2",0
"2",38,"3",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"1",23,"1",0,7,0,0,1,-1,1,"1",0,"3",7,"3","3",0
"1",29,"1",0,10,0,0,5,-1,1,"1",0,"3",4,"2","1",0
"2",33,"3",0,1,0,0,0,-1,1,"2",0,"3",1,"2","2",0
"1",28,"6",0,2,0,1,1,0,0,"1",0,"3",2,"2","2",0
"2",33,"3",0,1,0,0,2,-1,1,"1",0,"3",2,"2","2",0
"2",25,"1",0,2,0,0,3,-1,1,"1",0,"3",3,"2","2",0
"2",27,"1",0,7,0,0,7,-1,1,"2",1,"2",9,"1","3",0
"2",43,"1",0,6,0,0,7,-26,26,"1",0,"3",3,"2","3",0
"2",25,"3",0,2,0,0,0,0,0,"1",1,"1",3,"2","2",1
"2",65,"1",0,1,0,0,1,-24,24,"2",0,"3",1,"2","2",0
"2",42,"1",0,1,0,0,0,-3,4,"1",1,"1",1,"2","2",0
"2",25,"4",0,3,0,0,1,37,156,"1",1,"2",4,"2","2",0
"2",48,"1",0,9,0,0,10,-1,1,"1",0,"3",4,"2","1",0
"2",48,"1",0,6,0,0,12,-24,333,"2",0,"3",3,"2","3",0
"1",40,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"1",23,"1",0,5,0,0,3,-1,1,"1",1,"2",3,"2","3",1
"1",20,"1",0,4,0,0,0,-1,1,"1",0,"3",6,"3","2",0
"1",32,"1",0,3,0,0,2,340,352,"1",0,"3",2,"2","2",0
"2",53,"3",0,1,0,0,0,0,0,"2",0,"3",1,"2","2",0
"1",24,"1",0,2,0,0,0,0,0,"1",0,"3",2,"2","2",0
"2",24,"1",0,6,0,0,5,0,1,"1",0,"3",4,"2","3",0
"2",38,"1",0,10,0,0,13,-4,2,"1",0,"3",6,"3","1",0
"1",28,"3",0,4,0,0,0,-1,1,"2",0,"3",5,"3","2",0
"2",44,"6",0,1,0,0,0,-1,1,"1",0,"3",1,"2","2",0
"2",22,"1",0,3,0,0,0,-1,1,"1",0,"3",6,"3","2",0
"2",39,"1",0,1,0,0,1,-1,1,"1",0,"3",1,"2","2",0
"2",24,"4",0,10,0,0,0,-1,1,"1",0,"3",10,"1","1",0
"1",52,"3",0,1,0,0,0,0,1,"2",0,"3",1,"2","2",0
"2",52,"3",0,1,0,0,4,-1,1,"1",1,"2",1,"2","2",0
"2",58,"1",0,7,0,0,21,-1,2,"2",1,"2",4,"2","3",0
"2",39,"3",0,2,0,0,17,-1,1,"1",1,"2",1,"2","2",0
"1",52,"3",0,7,0,0,6,0,1832,"2",0,"3",2,"2","3",0
"2",24,"1",0,6,0,0,2,-1,1,"1",1,"2",5,"3","3",0
"2",48,"1",0,5,0,0,5,-1,1,"1",0,"3",3,"2","3",0
"1",47,"3",0,1,0,0,0,0,0,"1",0,"3",1,"2","2",0
"2",35,"1",0,8,1,0,14,-1,1,"2",1,"1",5,"3","1",0
"2",67,"1",0,4,0,0,8,-1,1,"1",0,"3",2,"2","2",0
"2",47,"4",0,6,0,0,3,-1,1,"2",1,"1",1,"2","3",0
"1",42,"1",0,9,0,0,3,-1,1,"1",0,"3",3,"2","1",0
"2",25,"1",0,5,0,0,3,114,1257,"1",1,"2",5,"3","3",0
"2",56,"3",0,4,0,0,4,-1,1,"2",1,"2",1,"2","2",1
"2",48,"4",0,1,0,0,0,-1,2,"2",0,"3",1,"2","2",0
