,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
442,2,3,4,3,3,1,3,1,3,1,2,3,2,1,2,2,3,1,2,1,2
966,2,4,5,5,3,3,3,3,3,1,1,2,1,3,2,2,2,1,1,1,1
280,4,2,5,2,3,4,5,2,3,1,3,4,1,3,1,2,3,1,2,1,2
410,2,3,3,5,2,1,5,3,2,1,3,3,1,3,2,1,3,1,2,1,2
611,3,1,3,1,1,2,5,1,2,1,3,4,2,3,3,1,2,2,1,1,1
602,2,3,2,8,2,1,4,3,2,1,3,4,2,1,3,1,2,1,1,1,1
909,2,1,3,1,3,5,3,1,2,1,1,1,2,3,2,1,2,1,1,1,2
335,1,1,5,4,3,1,3,1,1,1,3,1,2,3,1,1,4,1,2,1,1
854,4,4,4,1,4,1,5,1,3,1,1,3,2,3,2,2,3,2,2,1,2
607,2,4,3,5,3,2,3,3,2,2,3,4,2,3,3,1,3,1,1,1,1
906,1,3,3,1,3,5,4,1,3,2,1,1,1,3,2,1,2,1,1,2,2
506,3,2,5,2,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
828,1,4,3,2,4,5,5,2,3,1,3,4,2,3,3,1,3,1,1,1,1
880,4,3,3,2,4,1,4,2,3,1,2,3,2,3,2,1,4,1,2,1,2
92,4,1,5,5,1,5,5,3,2,1,2,2,2,1,2,1,2,2,1,1,1
728,2,4,2,10,4,1,5,3,2,1,2,4,2,3,1,1,3,1,1,1,1
724,4,4,3,1,3,1,3,2,2,1,2,1,1,3,1,1,3,1,1,1,1
845,2,3,3,4,4,5,4,1,3,1,2,3,2,3,2,1,3,1,2,1,2
894,4,2,5,5,1,5,3,3,3,1,2,2,2,3,2,2,3,1,2,1,2
575,4,2,5,4,3,1,4,1,2,2,2,3,1,1,2,2,3,1,1,1,2
573,1,2,3,10,1,1,3,3,2,1,3,2,1,3,2,1,2,1,1,1,2
278,4,1,3,4,4,1,2,1,2,1,3,2,2,3,2,1,3,1,1,1,1
279,4,3,3,5,2,2,3,3,3,1,3,3,2,3,1,1,4,1,2,1,2
337,1,2,3,6,1,5,3,3,2,1,1,3,1,3,1,1,3,1,1,1,1
227,1,1,3,4,4,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
8,4,1,3,5,3,4,4,1,1,1,3,1,2,3,2,1,2,1,1,1,2
85,4,1,5,10,2,1,3,3,2,3,1,1,2,3,2,2,4,1,2,1,2
734,4,1,5,1,3,1,4,1,2,1,1,1,2,3,2,1,3,2,1,1,2
603,4,4,3,4,3,1,3,3,2,1,1,3,2,3,2,1,4,1,2,1,1
717,4,2,3,5,2,1,3,3,3,1,1,4,2,3,3,1,4,1,2,1,2
885,1,1,3,8,1,1,2,3,2,1,3,2,2,3,2,1,3,1,1,1,1
96,4,1,5,8,2,5,4,3,2,1,1,3,2,3,2,1,3,1,1,1,2
341,1,3,3,4,3,1,4,1,2,1,3,3,2,3,1,1,2,1,1,1,2
121,4,3,5,2,3,1,5,3,2,1,1,3,2,3,1,2,4,1,2,1,2
156,1,1,5,7,1,2,5,2,3,3,3,1,2,3,2,2,3,2,1,2,2
737,1,2,3,1,4,2,3,2,3,1,3,3,2,3,2,1,2,2,2,1,2
632,2,2,3,5,2,5,2,3,3,1,1,2,1,3,2,1,3,1,1,1,2
667,4,4,2,10,3,1,3,1,2,1,1,1,2,2,2,1,3,1,1,1,2
470,2,3,3,5,3,2,2,2,4,1,1,3,1,3,1,1,3,1,2,1,1
557,4,3,1,1,4,5,3,1,2,1,3,2,2,1,2,2,3,1,2,1,1
293,3,4,5,2,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,2
805,1,4,3,1,4,1,4,1,3,1,1,3,1,3,2,1,3,1,2,1,1
793,3,3,3,4,3,1,5,2,1,1,3,4,2,3,3,1,3,1,1,1,2
164,4,4,3,1,1,3,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
732,2,1,3,5,1,1,4,3,2,3,1,1,2,3,2,1,2,1,1,1,2
282,3,2,2,5,2,5,4,3,3,1,3,3,2,1,2,1,2,1,1,1,2
364,1,2,3,4,3,1,1,3,3,1,1,3,1,3,2,1,1,1,1,1,1
310,2,4,3,3,4,5,1,2,3,1,3,4,2,1,3,1,1,1,2,1,2
510,1,1,3,1,1,1,4,3,3,1,1,1,2,3,2,1,3,1,1,1,1
179,1,3,5,1,1,1,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
69,4,4,3,5,3,5,3,3,2,1,3,3,1,3,2,1,3,1,1,1,2
917,1,1,3,1,4,1,5,1,3,1,3,4,2,1,2,1,4,1,2,1,1
878,1,1,3,1,2,1,2,2,3,1,1,4,2,3,3,1,4,1,2,1,1
673,4,1,5,1,2,3,3,1,4,1,1,3,1,3,2,1,3,1,1,1,2
932,4,1,5,1,1,1,3,2,3,1,1,1,2,3,2,2,3,1,1,1,2
58,3,2,3,1,2,1,5,2,2,1,1,3,1,3,2,1,4,1,1,1,2
951,1,4,4,10,2,1,4,1,3,1,1,3,1,3,2,2,3,1,2,1,1
980,2,4,5,4,4,1,4,1,3,1,1,2,2,3,2,1,3,1,1,1,1
826,1,2,5,1,3,1,5,1,2,1,3,1,2,1,1,3,3,1,2,1,1
265,2,2,3,5,1,1,5,3,3,1,2,3,2,3,2,1,3,2,1,1,1
753,4,4,5,5,4,1,4,3,2,1,1,3,1,3,2,2,3,1,1,1,2
783,2,1,3,1,1,2,2,3,2,1,1,2,1,1,2,1,2,1,1,1,1
380,1,3,3,4,2,5,4,3,3,1,3,3,2,3,2,1,3,1,2,1,2
604,3,1,3,4,1,1,2,3,2,1,1,2,1,3,2,1,3,1,1,1,2
670,4,3,5,10,4,2,3,2,3,1,2,2,2,3,2,2,2,1,2,1,2
759,1,1,5,1,1,1,5,3,3,1,2,2,2,3,2,2,3,1,1,1,1
715,4,4,5,2,4,5,5,1,3,1,3,3,2,3,2,2,3,1,1,1,2
147,4,1,5,1,1,2,4,3,2,1,2,3,2,3,2,2,3,1,2,1,2
251,3,1,3,4,2,1,3,1,2,1,1,3,2,3,2,1,2,1,1,1,2
633,4,1,3,4,2,1,2,1,2,2,1,3,1,3,1,2,3,1,1,1,1
851,4,3,5,2,4,5,4,2,3,1,3,2,2,3,2,2,3,1,2,1,2
212,1,4,1,10,4,1,1,1,3,1,3,2,2,2,2,2,3,1,2,1,1
440,4,1,3,1,2,1,5,3,3,1,3,3,2,3,2,1,4,1,2,1,2
861,4,2,4,10,2,1,3,3,4,1,1,3,2,3,2,1,3,1,2,1,1
330,1,3,5,2,4,1,1,1,3,1,3,4,2,3,3,2,4,1,2,1,2
766,1,4,3,4,3,1,2,1,1,1,3,2,2,3,2,1,2,1,1,1,1
276,4,2,5,5,3,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
784,2,3,3,2,4,5,1,1,1,1,3,1,2,3,2,1,4,1,2,1,2
772,4,3,5,2,3,1,5,1,3,1,3,3,2,3,2,1,4,1,2,1,2
654,4,3,5,2,3,1,4,3,3,1,2,3,2,3,2,2,3,1,2,1,2
679,4,2,3,5,2,1,2,2,2,1,1,1,2,3,2,1,3,1,1,1,2
448,3,1,3,4,2,5,5,2,2,1,3,1,2,3,2,1,4,1,2,1,2
989,2,3,5,5,2,1,5,3,3,1,1,2,2,3,2,2,2,1,1,1,2
691,2,2,3,7,3,2,3,2,2,1,1,1,1,3,2,1,2,1,1,1,2
524,2,2,3,5,1,1,3,3,2,3,3,1,2,3,2,1,2,2,1,1,2
303,1,1,5,1,1,1,4,3,3,2,2,2,2,3,2,2,3,1,2,1,2
487,4,3,3,1,3,1,5,3,2,2,3,4,2,3,3,1,3,1,2,1,2
723,2,1,3,5,1,3,3,3,2,1,2,1,2,3,2,1,2,1,1,1,2
815,2,4,4,1,4,1,3,1,2,1,1,2,2,3,1,1,3,1,1,1,2
19,4,3,3,5,3,3,5,2,3,1,1,3,2,3,2,1,3,2,2,1,2
324,4,2,5,1,1,1,3,3,2,1,2,1,2,3,2,2,3,1,1,1,2
260,1,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
964,2,1,3,7,1,1,2,2,4,1,1,2,1,3,2,1,2,1,1,1,2
409,3,1,5,1,1,3,4,3,4,1,1,1,2,3,2,3,3,1,2,1,1
400,4,2,3,5,2,1,2,2,4,1,3,1,2,3,2,1,3,1,2,1,2
984,4,3,5,4,2,1,4,1,3,1,1,2,2,3,2,2,2,1,1,1,2
54,2,4,4,1,2,1,5,3,3,1,3,4,2,1,3,2,3,1,2,1,1
871,3,1,5,1,1,1,5,1,3,1,3,1,2,3,2,2,3,2,1,2,2
150,4,1,3,5,1,2,5,1,3,1,3,4,2,1,3,1,3,2,2,1,2
682,4,2,4,5,2,1,3,3,4,1,2,1,2,1,2,2,3,1,1,1,2
703,2,4,4,10,3,2,5,3,3,1,1,2,2,2,2,2,3,1,1,1,2
947,4,1,3,1,3,5,1,3,3,1,3,4,2,3,2,1,4,1,2,1,2
106,4,2,2,1,4,1,5,1,3,1,3,4,2,1,2,2,4,2,2,1,1
710,4,2,5,5,1,3,5,3,3,1,2,2,2,1,2,2,4,1,2,1,2
24,4,1,5,4,2,5,3,1,4,1,1,3,2,3,2,2,3,1,1,2,2
898,4,2,3,4,2,5,4,1,2,1,3,1,2,1,1,1,2,1,1,1,2
533,4,3,3,5,1,2,4,3,4,1,2,2,2,3,2,1,3,1,2,1,2
800,4,3,5,8,2,1,5,3,3,1,3,4,2,3,3,2,3,2,1,1,2
82,4,2,3,10,2,2,3,2,2,1,3,2,1,3,1,1,2,1,1,1,2
825,1,3,5,1,2,1,5,3,4,1,2,3,2,3,2,2,3,1,2,1,2
844,4,2,3,4,3,1,5,3,3,1,3,2,2,1,2,3,3,2,2,1,2
613,1,3,2,2,3,1,3,1,2,3,3,3,1,1,1,1,3,1,1,2,2
379,4,1,5,1,1,2,3,3,2,1,3,3,2,3,2,2,2,1,1,1,2
76,1,4,3,5,3,1,2,3,3,1,2,3,2,3,2,1,3,1,1,1,1
388,2,2,5,10,3,3,3,1,3,1,3,3,2,1,2,1,3,1,1,1,2
406,4,3,5,2,2,5,4,3,3,1,3,3,2,3,2,2,3,2,2,1,2
291,2,4,3,2,4,1,2,1,4,1,3,3,2,3,1,1,4,1,2,1,1
110,2,1,4,10,2,2,5,1,1,1,1,3,2,1,2,2,3,2,1,1,2
624,1,2,3,5,3,1,3,3,3,1,3,4,2,3,3,2,3,1,1,1,1
777,1,2,3,5,3,1,4,3,2,3,1,1,1,3,2,1,3,1,1,1,2
757,3,2,5,5,1,5,3,2,3,1,3,4,2,3,3,2,3,1,2,1,1
246,4,1,5,5,1,1,5,3,3,1,3,1,2,3,2,3,3,1,1,1,2
145,2,4,2,10,3,2,4,3,3,1,1,3,2,3,2,1,3,1,1,1,2
128,2,1,5,2,2,1,1,3,3,1,1,3,2,3,2,2,4,1,2,1,2
834,3,2,3,5,3,1,2,1,2,1,2,1,1,3,2,1,2,1,1,1,1
622,4,4,3,10,3,5,3,3,1,1,1,1,2,1,2,1,3,1,1,1,1
956,3,4,5,5,3,5,5,3,3,1,3,2,2,2,2,2,2,1,1,1,2
928,4,4,3,5,2,5,5,3,3,1,3,3,2,3,2,1,3,1,2,1,2
486,4,1,3,5,3,1,3,1,3,1,3,3,2,3,2,1,3,1,2,1,2
891,4,2,5,5,2,1,5,3,3,1,3,3,2,3,2,2,3,1,2,1,2
90,4,1,5,5,1,1,5,3,3,1,3,1,2,3,2,1,3,1,1,1,2
205,1,4,5,2,4,1,5,2,3,1,3,4,2,3,3,3,4,2,2,1,2
960,4,1,5,5,2,1,5,1,4,1,1,1,2,3,1,2,3,1,1,1,2
170,1,2,1,1,1,1,5,3,3,1,2,3,2,3,1,2,3,2,1,1,1
901,4,3,5,1,3,5,2,1,1,1,3,1,2,3,2,2,3,1,2,1,2
56,2,1,3,5,4,5,1,1,3,1,1,4,2,3,2,1,4,1,2,1,1
404,2,2,4,1,3,5,5,3,3,1,3,3,2,3,2,1,3,2,1,1,2
241,4,1,3,5,2,1,4,2,3,1,1,2,2,3,2,1,3,2,1,1,2
599,4,3,4,10,3,1,3,1,3,1,1,4,2,3,3,1,3,1,1,1,2
346,2,2,5,5,1,1,2,3,3,3,3,1,1,3,2,2,3,1,1,1,2
97,2,2,3,10,3,2,3,3,3,1,3,3,2,3,2,1,3,1,1,1,2
116,1,4,3,5,4,5,4,3,2,1,2,3,2,3,2,1,4,1,2,1,1
201,1,1,3,1,1,1,3,3,4,1,2,1,2,3,2,1,2,1,1,1,2
870,4,4,4,4,4,3,4,1,2,1,3,3,2,3,2,2,3,1,2,1,2
479,1,2,5,4,2,1,5,3,3,1,3,3,2,3,2,2,3,2,2,1,2
323,1,2,3,4,3,4,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
193,4,1,3,5,2,1,4,1,4,1,1,1,2,3,1,1,3,1,1,1,2
443,4,1,3,8,1,1,5,3,3,1,3,3,2,1,2,1,2,2,1,1,1
798,4,3,4,1,1,5,5,3,4,1,3,3,2,3,2,2,3,1,2,1,2
454,1,3,3,1,4,1,4,1,3,2,2,2,2,3,2,1,3,1,2,1,1
528,1,4,3,5,2,1,3,3,1,1,3,3,2,3,1,1,3,1,1,1,1
788,2,4,4,8,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,1
550,4,1,5,7,1,5,4,3,2,1,3,1,1,3,2,2,3,1,1,1,2
801,2,2,5,5,2,1,5,2,2,3,3,1,2,1,1,2,2,1,2,1,2
992,1,2,3,5,2,5,4,1,4,1,3,3,1,3,1,2,2,1,1,1,2
974,4,4,5,5,3,1,3,3,2,1,1,3,2,3,2,1,3,1,2,1,2
296,4,1,3,2,4,5,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
876,1,2,2,5,2,1,2,2,3,2,3,4,2,1,3,1,4,1,2,1,2
601,2,1,3,4,1,1,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
969,1,1,5,1,3,1,3,1,3,1,1,1,2,3,2,2,2,2,1,1,2
395,2,4,4,8,4,2,4,1,3,1,2,4,2,3,1,1,3,1,2,1,2
426,4,4,5,5,3,1,5,3,3,1,1,3,2,3,2,2,3,1,1,1,2
986,3,4,1,10,4,1,2,1,1,1,1,2,2,3,2,2,3,1,1,1,2
559,2,2,5,4,2,1,2,1,3,1,1,1,2,3,2,2,2,1,1,1,1
525,2,4,3,2,4,1,2,1,3,1,2,3,2,3,2,2,3,1,1,1,2
950,2,2,5,10,3,1,1,2,4,1,2,3,2,3,2,3,1,2,2,1,2
14,1,2,3,1,2,1,3,1,2,1,3,3,2,3,1,1,3,1,1,1,2
252,2,4,3,1,2,1,3,3,2,3,1,4,1,1,2,1,3,1,1,1,1
238,4,1,5,5,1,1,3,3,2,1,1,2,2,3,2,2,3,1,1,1,2
120,1,3,3,5,2,1,3,2,2,1,1,1,1,3,2,2,3,1,2,1,1
285,1,4,3,1,4,1,2,1,2,1,1,1,2,3,2,1,2,1,2,1,2
554,2,1,3,8,1,1,4,3,2,1,3,2,2,3,2,2,4,1,2,1,2
196,4,1,5,5,2,1,3,1,2,1,1,3,2,3,2,2,3,1,2,1,2
345,4,2,5,5,2,1,3,3,2,1,1,3,2,3,2,1,2,1,1,1,2
545,1,3,4,1,1,1,1,3,3,1,1,1,2,3,3,2,3,2,1,1,1
250,1,1,5,1,1,4,4,2,2,1,3,1,2,3,2,2,2,1,2,1,2
645,4,4,4,10,4,5,2,3,3,1,3,3,2,3,1,2,3,1,2,1,1
812,1,4,5,2,4,1,4,3,3,1,3,3,1,3,2,2,3,1,2,1,1
412,4,1,5,10,2,1,1,3,3,1,1,3,2,2,2,2,4,1,2,1,1
485,2,1,4,1,1,1,1,3,3,1,3,2,2,3,2,1,4,1,2,1,1
430,4,1,3,10,3,1,4,1,3,1,3,1,2,3,2,1,2,1,1,1,2
776,4,4,5,1,3,1,4,3,3,1,3,3,2,3,2,2,3,1,2,1,2
751,1,2,3,1,1,1,2,1,2,1,1,3,1,3,2,1,2,1,1,1,1
290,4,1,3,10,1,1,3,1,4,1,1,1,2,3,2,1,3,1,2,2,2
16,4,3,5,5,3,5,5,3,3,1,3,2,2,3,2,2,3,1,1,1,2
158,2,3,3,1,3,2,4,1,3,1,2,3,2,1,2,2,3,1,2,1,2
243,4,1,5,10,1,1,3,2,2,1,1,1,2,3,2,2,3,1,1,1,2
66,4,1,3,5,2,1,2,1,2,1,1,3,2,1,2,1,3,1,1,1,2
907,2,4,3,8,3,5,3,1,4,1,1,3,2,3,2,1,3,1,1,1,2
359,1,4,3,4,3,1,4,3,2,1,3,1,1,3,1,1,3,1,1,1,1
935,2,4,4,5,2,2,2,3,3,1,2,4,2,2,2,2,4,1,1,1,1
631,1,2,2,4,2,1,3,3,3,1,2,3,2,1,2,1,3,1,1,1,1
504,1,3,3,1,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,1
472,1,1,3,1,1,1,3,3,3,1,2,3,2,3,2,1,2,1,1,1,1
945,2,4,1,1,4,3,2,1,2,1,1,3,2,3,2,2,3,1,1,1,2
577,4,3,5,8,2,5,3,2,2,1,1,3,2,3,2,2,3,1,2,1,2
962,4,2,3,1,3,5,3,2,3,1,1,4,2,3,2,1,3,1,1,1,2
521,1,2,3,5,3,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
857,4,2,5,4,3,1,3,3,3,1,1,4,2,3,3,1,3,1,2,1,2
530,2,4,3,8,2,1,4,2,3,1,1,3,2,3,2,2,3,2,1,1,2
408,4,3,3,5,3,3,5,2,1,1,1,3,2,3,2,1,4,1,2,1,2
665,4,3,5,3,4,1,1,3,3,2,1,4,2,1,2,2,4,1,2,1,2
883,4,2,5,5,1,1,1,3,2,1,3,3,2,3,2,2,1,1,1,1,2
432,1,1,5,4,2,1,1,3,3,1,3,4,2,3,3,3,4,1,2,1,2
431,2,3,3,3,4,1,3,1,3,2,2,3,2,1,2,2,4,1,2,1,1
484,4,1,5,1,1,3,3,3,3,1,3,1,2,3,2,1,3,1,2,1,2
151,4,1,3,5,2,1,3,1,3,1,3,2,2,3,2,1,3,1,2,2,2
327,4,3,3,1,2,4,4,3,2,1,2,3,2,3,2,1,3,2,2,1,2
256,4,3,5,5,3,1,3,3,3,1,1,1,2,3,2,2,2,1,1,1,2
311,4,3,3,4,4,2,3,3,3,1,1,3,1,2,2,1,3,1,1,1,2
787,4,4,5,2,3,5,5,3,3,1,2,3,2,3,2,2,3,2,2,1,2
304,4,4,5,1,4,3,3,1,3,1,1,4,2,1,3,1,3,1,1,1,1
413,4,1,3,1,2,3,3,2,3,1,1,4,2,3,1,1,2,2,1,2,2
133,4,2,3,4,2,1,3,3,3,1,3,4,2,1,3,2,3,1,1,1,2
31,1,3,3,4,4,1,3,1,3,1,1,3,2,2,2,1,3,1,1,1,2
765,2,1,3,5,1,1,5,2,4,3,2,1,2,1,2,2,2,1,1,1,2
458,1,1,3,6,1,1,2,3,2,1,1,1,2,3,2,1,3,1,1,1,2
161,4,2,5,1,1,1,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2
339,2,1,3,4,2,1,3,3,1,1,1,3,2,3,2,1,2,1,1,1,2
286,1,4,3,2,4,1,4,3,3,1,2,2,2,3,2,1,3,2,1,1,2
248,3,3,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
990,4,1,5,8,3,5,2,1,3,1,1,2,2,3,2,2,2,2,1,1,2
579,4,3,3,9,1,1,2,3,4,1,2,3,2,3,2,2,2,1,1,1,2
819,1,2,3,5,1,1,3,3,4,1,2,1,2,1,2,1,3,1,1,1,1
988,1,3,3,2,4,1,1,3,3,1,1,4,2,3,3,1,4,1,2,1,2
1,2,4,3,5,4,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
736,2,3,3,2,4,1,3,1,2,1,3,3,1,3,1,2,4,1,1,1,1
207,2,1,5,6,2,1,4,3,3,1,2,2,2,3,2,1,3,1,1,1,2
629,4,1,3,8,3,5,5,1,3,1,3,1,2,3,2,1,2,1,1,1,2
915,2,4,1,3,4,1,3,1,2,1,1,2,2,1,2,1,4,1,2,2,1
833,2,3,3,5,4,5,5,1,2,1,3,3,2,3,2,1,3,1,2,1,2
842,4,2,3,7,2,1,2,3,2,1,3,1,1,3,2,1,3,1,1,1,1
264,4,1,5,1,1,1,5,2,3,1,3,1,2,3,2,2,2,2,1,2,2
274,1,4,3,7,4,1,2,1,1,1,1,4,2,3,2,1,2,1,2,1,1
70,4,4,3,2,4,1,3,1,2,1,1,2,2,1,2,1,3,1,1,1,2
640,1,2,3,8,1,1,1,3,2,1,1,1,2,3,2,1,1,1,1,1,1
444,2,4,5,4,4,1,3,1,2,1,2,3,2,3,2,1,4,1,2,1,1
829,2,4,4,10,4,5,3,3,3,1,3,4,2,3,3,1,3,2,2,1,2
98,2,4,5,5,3,1,5,3,3,1,3,1,2,3,2,1,3,1,1,1,2
848,1,1,3,5,1,1,4,2,3,1,3,1,2,3,2,1,3,1,1,1,2
21,1,1,3,5,3,3,3,1,3,1,2,1,2,3,1,1,3,2,1,1,2
705,4,2,3,1,4,3,5,1,2,1,3,4,2,3,3,1,3,1,1,1,2
414,1,3,3,1,2,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
517,4,4,5,4,4,1,2,1,2,1,3,2,1,3,1,2,3,1,2,1,1
149,4,2,5,5,2,4,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
647,4,1,3,1,2,3,3,1,2,1,1,2,2,3,2,1,3,1,1,1,1
354,4,1,3,8,1,3,5,3,3,1,3,4,2,3,3,1,3,1,2,1,2
933,4,1,5,5,1,3,5,3,3,1,3,2,2,3,2,2,3,2,2,1,2
52,4,1,3,5,1,1,3,2,3,1,1,3,1,3,2,1,3,1,1,1,2
198,2,3,3,2,3,5,5,3,3,1,3,4,2,1,3,1,3,1,2,1,2
122,4,1,3,4,2,1,3,2,3,1,1,1,1,3,1,1,2,1,1,1,2
203,1,1,3,9,1,1,4,3,4,1,3,2,1,3,1,1,3,1,1,1,1
67,2,1,3,1,1,4,3,3,4,1,1,1,1,3,2,1,3,1,1,1,2
223,4,3,4,10,3,5,3,3,3,1,3,1,2,3,2,2,3,2,2,1,2
127,2,1,3,7,1,1,3,3,3,1,1,3,2,3,2,1,3,1,1,1,1
655,1,2,3,1,4,1,1,1,3,1,3,4,1,3,3,1,3,1,1,1,2
139,3,1,3,5,2,1,3,1,2,1,1,3,2,3,1,1,2,1,2,1,2
417,1,2,4,8,4,5,3,1,2,1,1,3,1,3,1,2,3,1,2,1,2
218,1,3,3,4,3,1,3,1,1,1,1,1,1,3,1,1,2,1,1,1,2
546,4,3,5,1,2,1,3,3,2,1,3,3,2,3,2,1,3,1,2,1,2
157,1,1,2,9,1,1,5,3,4,1,1,3,2,1,2,1,2,1,1,1,2
94,2,1,3,1,1,4,5,3,3,1,3,1,2,3,2,1,3,1,2,1,2
255,2,4,4,5,4,5,3,1,3,1,1,1,2,3,2,1,2,1,1,1,2
973,1,4,3,10,4,1,5,3,3,2,3,4,2,3,1,1,3,1,1,1,1
643,4,3,5,5,2,1,4,3,4,3,1,3,2,3,2,2,3,1,2,1,2
738,4,1,5,1,4,1,4,1,3,1,2,4,2,3,2,2,4,2,2,1,2
39,2,1,3,5,1,1,3,3,3,1,2,1,1,3,2,1,3,1,1,1,2
130,2,4,3,1,4,5,4,1,2,1,1,3,1,3,2,1,3,1,1,1,2
987,4,2,3,5,2,2,1,1,2,1,3,1,2,3,2,1,3,1,1,1,2
189,2,2,1,4,3,1,3,1,2,1,3,3,2,1,2,2,3,1,2,1,2
942,4,3,3,4,1,5,4,3,3,1,1,3,2,2,2,1,3,1,2,1,2
589,1,1,5,4,2,1,5,2,3,1,2,2,2,3,2,2,3,1,1,1,1
402,4,3,4,10,4,1,2,1,3,1,1,3,2,1,2,2,3,1,2,1,1
760,4,2,5,1,4,5,5,1,2,1,3,3,2,3,2,1,3,1,2,1,2
38,3,1,3,6,1,1,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
242,1,4,1,2,4,1,5,2,3,1,3,4,1,3,3,2,3,2,1,1,1
353,1,1,1,5,4,1,3,3,3,1,1,2,2,3,1,2,3,1,2,1,1
620,2,3,5,10,3,1,4,1,3,1,2,2,2,3,2,2,3,1,1,1,2
650,1,4,3,8,4,1,4,3,3,1,1,4,2,3,3,1,4,1,2,1,2
534,4,3,3,5,3,5,2,3,3,1,1,3,1,3,2,2,3,1,1,1,2
503,2,3,5,5,1,2,2,3,3,1,3,4,2,1,2,2,3,2,1,1,1
159,4,1,5,5,2,5,3,1,3,1,1,1,2,3,2,2,2,2,1,1,2
394,4,1,5,4,3,1,1,1,3,1,2,3,2,3,2,1,4,1,1,1,2
537,2,2,5,4,3,1,5,2,2,1,3,2,2,3,2,1,3,1,2,1,2
695,4,1,3,2,1,3,3,1,3,1,3,2,2,3,1,1,3,1,1,1,2
240,1,3,3,1,1,5,5,3,2,1,1,3,2,1,2,1,3,1,1,1,1
13,1,3,5,1,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,1
657,4,4,3,5,4,5,4,3,3,1,2,3,2,2,2,1,3,1,2,1,2
475,1,2,1,4,3,1,2,1,2,1,3,2,2,3,1,1,3,1,1,1,1
895,4,4,4,2,4,5,4,2,3,1,1,3,2,2,2,1,4,2,2,1,2
866,1,2,3,5,3,1,2,3,2,1,1,3,2,2,2,1,3,1,1,1,2
314,3,1,3,1,2,5,2,1,3,1,1,1,2,3,2,1,2,2,1,2,2
361,3,1,3,5,3,5,5,1,3,1,2,3,2,3,2,1,4,1,1,1,2
590,1,1,5,5,1,1,4,3,2,1,2,1,2,3,2,4,2,1,2,1,2
320,2,4,5,1,4,1,1,3,4,1,1,3,2,3,2,2,4,1,1,1,1
904,4,3,3,5,1,1,5,3,3,1,1,1,2,3,2,1,4,1,2,1,2
994,4,1,3,1,3,5,5,3,3,1,2,3,2,3,2,1,3,1,2,1,2
672,4,4,3,1,4,1,5,1,3,1,3,2,2,3,2,1,4,1,2,1,2
564,2,3,4,10,4,5,3,3,3,1,1,2,2,1,2,2,4,1,2,1,2
355,2,3,3,1,1,1,2,3,3,1,1,1,1,2,2,1,2,1,1,1,1
34,3,1,3,4,2,1,2,3,2,1,1,2,2,1,2,1,4,1,2,1,2
334,1,3,1,4,4,1,5,2,3,1,3,4,1,1,1,2,3,2,1,1,1
688,4,1,3,5,3,2,5,2,3,2,3,3,2,3,2,1,3,1,2,1,2
376,4,2,4,5,3,1,1,1,4,1,2,1,2,3,2,2,3,1,1,1,2
184,2,2,5,1,1,1,5,3,3,1,3,3,2,1,2,1,3,2,2,1,1
823,1,1,5,1,1,1,5,3,3,1,3,1,2,3,2,2,2,1,1,1,2
423,4,3,4,4,2,2,4,3,3,1,2,1,2,3,2,2,4,1,1,1,2
325,1,1,5,1,3,1,4,1,3,1,3,1,2,3,2,2,2,1,1,2,2
187,2,2,5,1,1,1,1,1,3,1,2,3,2,3,3,3,1,1,2,1,2
284,2,3,5,1,3,2,2,3,1,1,1,3,2,3,2,1,3,1,2,1,2
391,2,1,3,4,1,4,2,1,2,1,3,1,1,3,1,1,2,1,1,1,2
955,1,3,5,5,1,4,5,3,2,1,3,2,2,3,1,2,4,1,2,1,2
165,4,1,3,4,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
347,2,3,3,5,3,3,1,1,2,1,3,4,1,3,1,1,1,1,1,1,2
298,4,2,3,4,3,1,3,2,3,1,3,1,2,3,2,1,3,1,2,1,2
535,3,3,5,8,2,1,2,1,1,1,1,3,2,3,1,1,3,1,1,1,1
