,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
20,4,1,5,1,2,1,3,3,3,1,3,3,2,3,2,3,3,1,2,1,2
685,4,4,3,1,4,5,3,3,3,1,3,4,2,3,3,1,3,2,2,1,2
884,2,3,3,4,4,1,4,2,1,1,2,3,2,3,2,1,3,1,2,1,1
348,4,1,4,10,2,2,3,1,3,1,1,1,2,3,2,2,2,1,1,1,2
976,2,1,3,5,1,1,3,1,2,3,2,1,2,3,2,1,3,1,1,1,2
333,4,4,5,2,4,2,3,1,2,1,3,3,1,1,1,2,2,1,1,1,1
469,4,3,4,2,4,1,4,2,3,1,2,3,2,3,2,2,2,1,2,1,2
129,1,1,5,1,3,1,3,2,2,2,1,1,2,3,2,2,3,1,1,1,1
190,4,3,3,10,4,4,3,1,3,1,2,2,2,3,2,3,4,1,2,1,1
845,2,3,3,4,4,5,4,1,3,1,2,3,2,3,2,1,3,1,2,1,2
519,4,1,5,5,1,5,5,3,3,1,3,4,2,3,3,2,3,1,1,1,2
66,4,1,3,5,2,1,2,1,2,1,1,3,2,1,2,1,3,1,1,1,2
486,4,1,3,5,3,1,3,1,3,1,3,3,2,3,2,1,3,1,2,1,2
18,2,3,3,2,4,1,5,3,2,1,1,4,2,3,3,1,4,1,2,1,1
778,4,4,5,2,4,4,5,3,3,1,1,3,2,3,2,2,4,1,2,1,2
545,1,3,4,1,1,1,1,3,3,1,1,1,2,3,3,2,3,2,1,1,1
922,1,1,3,5,2,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
332,2,4,3,1,4,2,2,3,2,1,1,2,1,3,2,1,4,1,1,1,1
952,2,3,3,2,4,3,2,2,2,1,3,3,2,3,1,1,3,1,1,1,1
440,4,1,3,1,2,1,5,3,3,1,3,3,2,3,2,1,4,1,2,1,2
862,1,3,3,5,3,1,2,3,2,1,3,1,2,3,2,1,3,1,2,1,1
747,1,1,3,1,1,1,2,2,2,1,1,1,2,3,2,1,2,1,1,1,1
795,4,1,3,4,2,2,2,1,2,1,3,2,1,3,1,1,3,1,1,1,2
732,2,1,3,5,1,1,4,3,2,3,1,1,2,3,2,1,2,1,1,1,2
55,4,1,2,1,1,5,3,1,3,3,1,1,2,2,2,1,2,2,1,1,2
596,1,3,3,1,2,1,4,3,2,1,3,3,1,3,1,2,3,1,1,1,1
573,1,2,3,10,1,1,3,3,2,1,3,2,1,3,2,1,2,1,1,1,2
990,4,1,5,8,3,5,2,1,3,1,1,2,2,3,2,2,2,2,1,1,2
810,2,1,3,10,1,1,2,2,4,1,1,1,2,3,2,1,3,1,2,1,2
232,4,1,3,5,2,2,4,2,3,1,1,4,2,3,2,1,3,1,1,1,2
616,2,4,4,5,4,5,3,1,3,1,1,4,2,3,3,1,4,1,1,1,2
726,4,2,5,5,1,3,3,1,4,1,1,2,2,3,2,2,2,1,1,1,2
242,1,4,1,2,4,1,5,2,3,1,3,4,1,3,3,2,3,2,1,1,1
35,2,4,5,5,4,1,2,3,3,1,1,2,1,3,2,2,2,1,1,1,1
540,2,1,3,5,2,1,2,1,4,1,1,1,1,3,1,1,3,1,1,1,1
797,4,1,5,4,1,1,2,1,2,1,3,2,1,3,1,2,2,1,1,1,2
836,4,1,3,5,1,5,3,3,2,1,1,3,1,3,2,1,3,1,1,1,2
598,4,2,5,1,3,1,4,1,3,1,1,2,2,1,2,2,3,1,1,1,1
975,3,3,3,5,1,3,3,2,2,1,2,3,2,3,2,1,2,1,1,1,2
121,4,3,5,2,3,1,5,3,2,1,1,3,2,3,1,2,4,1,2,1,2
410,2,3,3,5,2,1,5,3,2,1,3,3,1,3,2,1,3,1,2,1,2
352,4,2,5,2,3,5,1,1,3,1,3,4,2,3,2,1,4,1,2,1,2
33,4,1,5,10,1,5,5,3,3,1,3,4,2,3,1,1,2,1,1,1,2
179,1,3,5,1,1,1,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
692,2,3,3,5,3,2,2,1,3,1,1,3,2,3,2,1,3,1,1,1,2
914,1,3,2,10,3,1,3,3,3,1,1,2,2,3,1,1,3,1,2,1,1
21,1,1,3,5,3,3,3,1,3,1,2,1,2,3,1,1,3,2,1,1,2
411,4,4,5,2,4,1,4,2,3,1,1,3,2,3,2,2,4,1,2,1,2
600,2,1,3,5,3,1,2,1,2,3,1,1,2,3,2,1,3,1,1,1,2
421,2,1,3,2,2,5,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
638,4,1,3,5,2,1,2,3,2,1,2,3,2,3,2,1,3,2,1,1,2
809,2,2,1,1,2,1,2,1,2,1,1,1,2,3,1,2,1,1,1,1,1
637,4,4,4,5,4,1,4,1,3,1,3,3,1,3,2,2,3,1,2,1,2
561,1,3,2,5,2,1,4,3,3,3,3,3,1,1,1,1,2,1,1,1,1
331,4,2,5,8,2,2,3,3,2,1,1,1,2,3,2,2,3,1,1,1,1
340,2,3,5,8,4,1,2,1,2,1,3,4,1,3,3,2,3,1,2,1,2
594,1,3,2,3,1,5,5,3,3,1,2,3,2,2,2,1,4,1,2,1,1
246,4,1,5,5,1,1,5,3,3,1,3,1,2,3,2,3,3,1,1,1,2
126,1,1,3,5,1,1,3,3,4,1,1,1,2,3,2,1,2,1,1,1,2
323,1,2,3,4,3,4,3,3,3,1,1,3,2,3,2,1,3,1,1,1,2
397,1,4,5,4,3,1,3,2,4,1,1,2,2,3,2,2,3,1,2,1,2
45,4,1,5,1,2,1,2,3,2,1,3,3,2,3,2,2,4,1,1,1,2
64,4,3,3,5,3,1,2,3,2,1,3,2,2,3,2,1,3,1,2,1,2
261,1,3,3,5,2,1,5,3,2,1,3,3,2,3,2,1,3,1,1,1,2
371,4,2,5,5,4,1,5,2,3,1,3,3,2,3,2,2,3,1,2,1,2
375,1,4,2,10,4,1,4,1,2,3,3,3,2,3,1,1,3,1,1,1,1
748,4,3,3,2,4,5,3,1,3,1,2,3,2,3,2,1,3,1,1,1,2
470,2,3,3,5,3,2,2,2,4,1,1,3,1,3,1,1,3,1,2,1,1
209,4,1,3,2,2,4,4,2,3,1,1,2,2,3,2,1,3,1,1,2,2
915,2,4,1,3,4,1,3,1,2,1,1,2,2,1,2,1,4,1,2,2,1
80,4,3,3,5,4,5,2,1,2,1,1,3,2,3,2,2,3,1,2,1,1
783,2,1,3,1,1,2,2,3,2,1,1,2,1,1,2,1,2,1,1,1,1
978,4,3,4,1,3,1,5,3,3,1,3,3,2,3,2,2,2,2,1,1,1
434,1,1,3,4,2,1,3,2,3,1,1,1,1,3,2,1,3,1,1,1,2
680,4,1,3,8,2,1,2,1,2,1,1,4,2,3,2,1,3,1,1,1,2
995,4,1,3,4,2,1,4,2,2,1,3,1,2,3,2,1,2,1,1,1,2
167,2,1,3,4,2,4,2,3,2,1,1,1,1,3,2,1,3,1,1,1,2
894,4,2,5,5,1,5,3,3,3,1,2,2,2,3,2,2,3,1,2,1,2
785,2,2,3,10,2,4,3,3,3,1,1,2,2,3,2,1,2,1,2,1,2
326,4,1,5,4,4,5,5,1,3,1,3,2,2,3,1,1,3,1,2,1,2
941,4,1,3,1,2,1,3,2,3,1,1,1,2,3,2,1,2,2,1,2,2
210,4,1,5,5,3,5,3,1,3,1,1,1,2,3,2,2,3,2,1,1,2
622,4,4,3,10,3,5,3,3,1,1,1,1,2,1,2,1,3,1,1,1,1
158,2,3,3,1,3,2,4,1,3,1,2,3,2,1,2,2,3,1,2,1,2
635,4,1,3,8,2,1,5,3,3,1,3,2,2,1,2,3,3,2,2,1,2
377,4,1,4,5,1,5,5,2,3,1,3,4,2,3,3,1,3,1,1,1,2
815,2,4,4,1,4,1,3,1,2,1,1,2,2,3,1,1,3,1,1,1,2
456,1,1,5,1,3,1,3,1,3,1,1,1,2,3,1,2,3,2,1,1,2
856,4,1,3,9,1,5,4,3,2,1,2,2,2,3,2,1,3,1,2,1,2
361,3,1,3,5,3,5,5,1,3,1,2,3,2,3,2,1,4,1,1,1,2
721,2,1,2,8,1,4,2,3,2,1,1,2,1,1,1,1,3,2,1,1,1
899,1,2,3,4,4,1,3,1,3,2,2,3,2,3,2,1,3,1,1,1,1
774,3,1,5,1,2,3,1,1,3,1,3,4,2,1,3,3,1,1,1,1,2
443,4,1,3,8,1,1,5,3,3,1,3,3,2,1,2,1,2,2,1,1,1
202,4,4,4,10,4,1,4,2,3,1,3,3,2,3,2,2,3,1,1,1,2
665,4,3,5,3,4,1,1,3,3,2,1,4,2,1,2,2,4,1,2,1,2
742,4,3,3,5,3,5,5,3,3,1,2,2,2,3,2,1,3,1,2,1,2
993,1,4,3,4,3,1,1,3,3,1,2,2,2,3,2,1,4,1,2,1,2
373,4,4,5,1,4,5,5,1,3,1,3,4,2,1,3,1,4,1,2,1,2
853,1,2,2,1,2,1,4,3,3,1,3,4,2,3,3,2,2,2,1,1,1
989,2,3,5,5,2,1,5,3,3,1,1,2,2,3,2,2,2,1,1,1,2
60,2,1,3,10,2,1,3,1,4,1,1,1,2,1,2,1,3,1,2,1,2
706,2,4,3,1,4,2,4,2,3,1,1,2,1,3,2,1,3,1,1,1,1
468,4,4,4,10,3,1,3,1,2,1,1,3,2,3,2,2,3,1,2,1,2
979,2,2,2,1,1,2,3,1,4,1,1,2,1,3,1,1,3,1,1,1,1
464,4,2,3,10,2,1,4,3,3,1,1,3,2,2,2,2,3,1,2,1,2
550,4,1,5,7,1,5,4,3,2,1,3,1,1,3,2,2,3,1,1,1,2
522,1,4,1,4,4,1,3,2,3,1,3,4,2,3,3,2,3,2,1,1,1
368,1,4,3,4,3,1,5,3,3,1,1,3,2,3,2,1,3,2,1,1,1
843,4,3,2,10,2,1,4,3,3,1,3,3,2,1,2,1,3,1,2,1,2
936,3,1,3,5,1,1,3,2,2,1,1,1,2,3,2,1,2,1,1,1,1
589,1,1,5,4,2,1,5,2,3,1,2,2,2,3,2,2,3,1,1,1,1
8,4,1,3,5,3,4,4,1,1,1,3,1,2,3,2,1,2,1,1,1,2
504,1,3,3,1,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,1
571,4,4,5,5,4,1,4,2,3,2,1,3,2,3,2,1,3,1,1,1,2
234,4,1,5,5,2,1,4,1,3,1,1,1,2,3,2,3,2,2,1,1,2
663,2,1,4,4,1,1,1,3,3,1,1,2,2,2,2,2,4,1,2,1,2
344,3,1,3,1,3,1,2,1,3,3,1,2,2,3,2,1,2,2,1,1,2
998,1,4,3,5,2,1,3,3,3,1,3,4,1,3,3,1,3,1,2,1,1
777,1,2,3,5,3,1,4,3,2,3,1,1,1,3,2,1,3,1,1,1,2
673,4,1,5,1,2,3,3,1,4,1,1,3,1,3,2,1,3,1,1,1,2
476,4,4,3,2,3,3,3,3,3,1,3,3,1,3,2,1,3,1,1,1,2
586,1,1,5,1,3,1,3,1,3,1,1,1,2,3,1,2,3,2,1,1,2
715,4,4,5,2,4,5,5,1,3,1,3,3,2,3,2,2,3,1,1,1,2
132,4,2,3,4,3,1,2,1,3,1,2,2,2,1,2,2,2,1,1,1,2
659,2,2,5,4,4,1,5,1,3,1,1,4,2,3,2,1,3,1,2,1,2
26,4,1,1,5,1,1,5,3,4,1,3,3,2,3,2,1,2,1,1,1,2
611,3,1,3,1,1,2,5,1,2,1,3,4,2,3,3,1,2,2,1,1,1
291,2,4,3,2,4,1,2,1,4,1,3,3,2,3,1,1,4,1,2,1,1
292,1,3,5,2,4,1,5,1,2,1,3,4,2,3,3,2,4,2,2,1,2
39,2,1,3,5,1,1,3,3,3,1,2,1,1,3,2,1,3,1,1,1,2
204,4,1,5,1,2,1,5,3,3,1,1,1,2,3,2,2,2,2,1,1,2
793,3,3,3,4,3,1,5,2,1,1,3,4,2,3,3,1,3,1,1,1,2
794,4,3,3,4,3,3,5,3,3,1,2,4,2,3,1,1,3,1,2,1,2
595,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1
343,2,2,3,10,4,1,5,1,3,2,1,1,2,1,2,1,4,1,2,1,2
640,1,2,3,8,1,1,1,3,2,1,1,1,2,3,2,1,1,1,1,1,1
760,4,2,5,1,4,5,5,1,2,1,3,3,2,3,2,1,3,1,2,1,2
729,3,3,5,10,1,4,3,1,1,1,3,1,2,3,2,2,3,1,2,1,2
65,4,4,3,7,4,5,5,3,3,1,3,2,2,3,2,4,3,2,2,1,2
770,1,3,3,2,3,5,5,1,2,1,3,1,2,3,1,1,3,1,1,1,2
965,2,4,3,5,2,5,3,3,2,1,1,3,2,3,2,1,3,1,1,1,2
322,1,3,3,2,3,1,4,1,3,1,1,4,2,3,3,1,4,1,2,1,2
357,4,4,4,5,4,1,3,3,3,1,1,3,2,3,2,2,4,1,2,1,1
699,3,2,3,8,2,1,5,3,3,1,3,3,2,3,1,1,4,1,2,1,2
128,2,1,5,2,2,1,1,3,3,1,1,3,2,3,2,2,4,1,2,1,2
165,4,1,3,4,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
891,4,2,5,5,2,1,5,3,3,1,3,3,2,3,2,2,3,1,2,1,2
857,4,2,5,4,3,1,3,3,3,1,1,4,2,3,3,1,3,1,2,1,2
772,4,3,5,2,3,1,5,1,3,1,3,3,2,3,2,1,4,1,2,1,2
398,2,1,3,1,1,1,5,1,1,1,1,1,2,3,1,2,3,1,1,1,1
725,4,1,5,1,1,4,3,1,2,1,1,1,2,1,2,2,2,1,1,1,2
766,1,4,3,4,3,1,2,1,1,1,3,2,2,3,2,1,2,1,1,1,1
497,4,3,5,4,2,1,4,3,3,1,2,2,2,3,2,2,3,1,1,1,2
296,4,1,3,2,4,5,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
294,4,4,5,10,4,5,5,3,1,1,1,3,2,1,2,2,4,2,1,1,2
544,4,1,5,1,1,1,5,3,3,1,3,1,2,3,2,2,2,1,1,1,2
893,2,4,5,2,4,1,3,2,3,1,3,3,2,3,2,2,3,1,2,1,2
304,4,4,5,1,4,3,3,1,3,1,1,4,2,1,3,1,3,1,1,1,1
755,1,3,3,1,1,5,4,3,2,1,3,4,2,3,1,1,3,1,1,1,1
123,3,1,5,1,1,1,5,3,3,1,3,4,2,3,3,2,3,1,2,1,2
498,2,2,3,5,1,1,5,3,4,3,1,1,2,3,2,1,2,1,1,1,2
973,1,4,3,10,4,1,5,3,3,2,3,4,2,3,1,1,3,1,1,1,1
71,4,1,5,5,1,5,5,3,3,1,1,2,2,3,1,2,2,1,2,1,2
119,2,1,5,1,3,3,4,2,1,1,2,3,2,3,2,1,4,1,2,1,2
963,4,3,3,5,3,3,5,2,3,1,1,3,2,1,2,2,3,1,2,1,1
324,4,2,5,1,1,1,3,3,2,1,2,1,2,3,2,2,3,1,1,1,2
382,4,3,3,1,1,5,4,3,2,1,3,2,1,3,1,1,3,1,1,1,2
627,2,1,2,1,2,2,4,1,3,1,2,4,2,3,2,1,3,1,1,1,1
826,1,2,5,1,3,1,5,1,2,1,3,1,2,1,1,3,3,1,2,1,1
964,2,1,3,7,1,1,2,2,4,1,1,2,1,3,2,1,2,1,1,1,2
597,2,3,1,10,4,1,3,1,3,1,3,1,2,3,2,3,2,1,2,1,1
967,4,2,3,5,3,1,5,3,2,1,1,3,2,1,1,1,4,1,2,1,2
713,1,1,5,5,1,1,3,3,3,1,3,1,1,3,2,2,2,1,1,1,2
676,4,3,5,4,4,1,5,3,3,1,3,3,2,3,2,1,3,1,2,1,2
52,4,1,3,5,1,1,3,2,3,1,1,3,1,3,2,1,3,1,1,1,2
812,1,4,5,2,4,1,4,3,3,1,3,3,1,3,2,2,3,1,2,1,1
305,4,1,3,4,2,4,3,3,1,1,1,1,2,3,2,1,3,1,1,1,2
139,3,1,3,5,2,1,3,1,2,1,1,3,2,3,1,1,2,1,2,1,2
909,2,1,3,1,3,5,3,1,2,1,1,1,2,3,2,1,2,1,1,1,2
674,4,3,4,10,3,3,2,3,3,1,1,1,2,1,2,1,2,2,1,1,1
689,1,1,3,1,3,4,3,1,3,1,2,2,2,3,2,1,3,2,1,1,2
787,4,4,5,2,3,5,5,3,3,1,2,3,2,3,2,2,3,2,2,1,2
309,2,1,3,1,1,1,3,3,4,1,3,1,1,3,1,1,2,1,1,1,2
70,4,4,3,2,4,1,3,1,2,1,1,2,2,1,2,1,3,1,1,1,2
528,1,4,3,5,2,1,3,3,1,1,3,3,2,3,1,1,3,1,1,1,1
465,1,3,3,2,3,1,3,2,3,3,3,4,2,1,2,1,3,2,2,1,2
318,4,1,5,8,1,1,3,3,3,1,1,3,2,3,2,2,3,1,1,1,2
258,4,2,3,2,3,2,2,1,2,1,3,3,1,3,2,1,3,1,2,1,2
113,4,4,5,1,4,1,3,3,2,1,1,1,1,2,2,2,3,1,2,1,1
720,3,1,1,5,1,1,2,3,3,1,1,3,2,3,2,2,4,1,2,1,1
624,1,2,3,5,3,1,3,3,3,1,3,4,2,3,3,2,3,1,1,1,1
554,2,1,3,8,1,1,4,3,2,1,3,2,2,3,2,2,4,1,2,1,2
356,4,1,5,5,3,5,5,1,3,2,3,1,2,3,2,1,3,1,2,1,2
902,4,4,5,2,4,5,5,1,3,1,3,4,2,3,3,2,3,1,1,1,2
83,1,3,3,3,2,1,5,3,2,3,3,1,2,3,2,1,2,1,2,1,2
183,4,3,5,4,3,4,3,3,3,1,3,1,2,3,2,1,3,1,2,1,2
182,1,3,2,1,2,5,3,3,3,1,1,2,2,3,2,2,2,2,1,1,1
144,4,3,5,4,2,1,2,3,2,1,3,2,1,3,2,1,3,1,2,1,2
932,4,1,5,1,1,1,3,2,3,1,1,1,2,3,2,2,3,1,1,1,2
298,4,2,3,4,3,1,3,2,3,1,3,1,2,3,2,1,3,1,2,1,2
954,1,1,3,1,2,1,3,3,2,3,3,2,2,3,2,1,3,1,2,1,2
657,4,4,3,5,4,5,4,3,3,1,2,3,2,2,2,1,3,1,2,1,2
916,4,1,3,2,3,2,3,1,3,2,1,1,2,3,2,1,3,2,1,1,2
506,3,2,5,2,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
754,4,1,4,7,2,4,5,3,3,1,3,4,2,3,3,2,3,2,1,1,1
691,2,2,3,7,3,2,3,2,2,1,1,1,1,3,2,1,2,1,1,1,2
87,2,4,3,8,4,2,3,1,3,1,3,4,2,3,3,1,3,2,2,1,1
313,2,1,3,1,1,1,4,1,4,1,2,3,1,1,2,1,2,1,1,1,1
892,1,1,5,1,2,1,3,3,3,1,3,2,2,1,2,2,2,1,1,2,2
613,1,3,2,2,3,1,3,1,2,3,3,3,1,1,1,1,3,1,1,2,2
11,1,4,3,10,4,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
858,1,2,3,1,3,1,3,2,2,1,1,2,2,3,2,1,3,1,2,1,1
364,1,2,3,4,3,1,1,3,3,1,1,3,1,3,2,1,1,1,1,1,1
981,4,4,3,10,4,1,1,2,3,1,1,3,2,1,1,1,4,1,2,1,1
194,2,4,3,5,3,2,3,3,3,3,3,2,1,3,1,1,3,1,1,1,1
593,2,3,3,1,3,1,3,2,2,1,3,2,1,3,1,1,2,1,2,1,1
653,2,4,4,1,4,2,5,1,3,1,3,3,2,3,2,4,4,1,2,1,1
401,2,2,5,10,2,5,3,3,4,1,3,1,2,1,2,2,3,1,1,1,2
82,4,2,3,10,2,2,3,2,2,1,3,2,1,3,1,1,2,1,1,1,2
668,1,1,5,1,4,1,5,2,3,2,3,2,2,3,1,2,3,1,2,1,1
837,4,1,3,4,1,1,2,1,2,1,2,1,1,3,1,1,2,2,1,1,2
929,1,1,4,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,1,1,2
74,1,4,3,8,2,5,5,3,3,1,3,4,2,3,2,1,4,1,2,1,1
736,2,3,3,2,4,1,3,1,2,1,3,3,1,3,1,2,4,1,1,1,1
984,4,3,5,4,2,1,4,1,3,1,1,2,2,3,2,2,2,1,1,1,2
250,1,1,5,1,1,4,4,2,2,1,3,1,2,3,2,2,2,1,2,1,2
730,2,3,4,5,4,1,2,1,3,1,1,3,2,3,2,1,3,1,1,1,2
237,2,3,3,10,3,2,5,3,1,1,1,3,2,1,1,2,2,1,1,1,1
145,2,4,2,10,3,2,4,3,3,1,1,3,2,3,2,1,3,1,1,1,2
903,4,2,3,5,2,5,3,3,4,1,1,1,2,3,1,1,3,1,2,1,2
130,2,4,3,1,4,5,4,1,2,1,1,3,1,3,2,1,3,1,1,1,2
575,4,2,5,4,3,1,4,1,2,2,2,3,1,1,2,2,3,1,1,1,2
514,4,3,3,1,2,5,2,3,3,1,1,2,2,3,2,1,3,1,1,1,2
945,2,4,1,1,4,3,2,1,2,1,1,3,2,3,2,2,3,1,1,1,2
647,4,1,3,1,2,3,3,1,2,1,1,2,2,3,2,1,3,1,1,1,1
722,1,1,3,1,1,1,3,3,2,1,1,1,1,3,2,1,2,1,1,1,1
796,1,2,3,2,4,5,5,1,3,1,3,2,2,3,3,1,3,2,2,1,1
442,2,3,4,3,3,1,3,1,3,1,2,3,2,1,2,2,3,1,2,1,2
477,3,3,3,5,4,1,4,3,3,1,1,3,1,1,2,1,3,1,1,1,2
536,1,1,3,1,2,5,1,3,2,1,2,2,2,3,2,1,4,1,2,1,2
168,4,3,3,4,3,1,4,1,2,1,3,2,1,3,1,1,3,1,2,1,2
148,1,4,5,4,4,1,3,2,3,3,1,2,2,3,2,2,3,1,1,1,2
289,1,3,4,5,1,1,2,3,4,1,3,1,2,2,2,1,3,1,1,1,1
14,1,2,3,1,2,1,3,1,2,1,3,3,2,3,1,1,3,1,1,1,2
385,4,2,5,5,2,1,3,1,2,1,1,3,1,3,2,2,3,1,1,1,2
992,1,2,3,5,2,5,4,1,4,1,3,3,1,3,1,2,2,1,1,1,2
77,2,1,4,5,4,1,4,1,3,1,3,2,2,3,2,1,3,1,1,1,2
870,4,4,4,4,4,3,4,1,2,1,3,3,2,3,2,2,3,1,2,1,2
451,4,1,3,5,1,1,3,2,2,1,1,1,2,3,2,1,3,1,1,1,2
34,3,1,3,4,2,1,2,3,2,1,1,2,2,1,2,1,4,1,2,1,2
346,2,2,5,5,1,1,2,3,3,3,3,1,1,3,2,2,3,1,1,1,2
435,2,1,3,5,2,5,3,1,4,1,1,1,1,3,2,1,3,1,2,1,1
389,4,1,3,10,2,1,4,2,2,1,1,3,2,3,2,2,3,1,1,1,2
656,2,1,3,1,1,1,5,3,3,1,3,3,2,1,2,1,2,2,1,1,1
694,4,3,3,5,2,1,4,3,3,1,1,3,2,3,2,1,3,1,2,1,2
744,1,4,5,4,4,5,4,3,3,1,3,2,2,3,2,2,4,1,2,1,2
585,1,2,3,4,2,1,3,1,2,1,3,1,1,1,1,1,3,1,1,1,1
768,2,1,5,4,3,1,5,1,3,1,3,3,2,3,1,3,3,1,2,1,2
383,3,1,3,1,1,1,2,3,3,1,1,1,2,3,2,1,3,1,1,1,2
57,4,4,5,5,4,1,3,1,2,1,1,3,2,2,2,2,3,1,1,1,2
245,4,3,3,10,1,1,4,3,3,1,1,1,1,3,2,1,3,1,2,1,2
556,2,2,1,1,2,2,2,2,2,1,2,3,2,3,2,2,3,1,1,1,1
604,3,1,3,4,1,1,2,3,2,1,1,2,1,3,2,1,3,1,1,1,2
349,2,1,5,8,1,4,5,3,3,1,2,4,2,3,3,2,3,2,1,1,1
658,2,4,1,10,4,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
414,1,3,3,1,2,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
712,4,3,3,2,3,5,5,3,3,1,3,1,2,3,2,1,4,1,2,1,2
473,4,1,3,9,1,5,1,3,3,1,3,2,2,3,2,1,4,2,2,1,2
776,4,4,5,1,3,1,4,3,3,1,3,3,2,3,2,2,3,1,2,1,2
138,2,2,5,5,3,5,4,3,3,3,1,1,2,1,2,3,3,1,2,1,2
788,2,4,4,8,4,1,5,3,3,1,3,4,2,3,3,1,3,1,1,1,1
223,4,3,4,10,3,5,3,3,3,1,3,1,2,3,2,2,3,2,2,1,2
220,2,1,3,5,1,1,2,3,4,3,1,1,2,1,2,1,2,1,1,1,2
67,2,1,3,1,1,4,3,3,4,1,1,1,1,3,2,1,3,1,1,1,2
621,4,2,5,1,2,1,3,2,3,1,1,2,2,1,2,2,3,1,1,1,1
466,1,3,4,5,2,1,2,3,2,1,1,3,2,3,1,1,2,1,2,1,1
524,2,2,3,5,1,1,3,3,2,3,3,1,2,3,2,1,2,2,1,1,2
16,4,3,5,5,3,5,5,3,3,1,3,2,2,3,2,2,3,1,1,1,2
803,4,1,5,5,1,5,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
429,1,2,5,7,1,1,1,1,2,1,3,4,2,3,3,3,1,2,1,1,1
89,1,1,1,7,1,1,4,3,3,1,2,1,2,3,2,2,3,1,1,1,1
485,2,1,4,1,1,1,1,3,3,1,3,2,2,3,2,1,4,1,2,1,1
813,1,4,3,6,3,1,3,2,3,1,3,3,2,3,2,1,3,1,1,1,1
927,1,4,3,2,4,1,4,3,3,1,3,4,2,2,3,3,3,2,2,1,1
439,3,1,2,10,1,1,2,3,2,1,1,1,2,3,2,1,1,1,1,1,1
243,4,1,5,10,1,1,3,2,2,1,1,1,2,3,2,2,3,1,1,1,2
987,4,2,3,5,2,2,1,1,2,1,3,1,2,3,2,1,3,1,1,1,2
286,1,4,3,2,4,1,4,3,3,1,2,2,2,3,2,1,3,2,1,1,2
819,1,2,3,5,1,1,3,3,4,1,2,1,2,1,2,1,3,1,1,1,1
734,4,1,5,1,3,1,4,1,2,1,1,1,2,3,2,1,3,2,1,1,2
619,4,1,3,1,1,1,3,3,1,1,1,1,2,3,2,1,2,1,1,1,2
295,2,4,3,4,4,1,2,1,2,1,1,3,2,3,2,1,3,1,2,1,1
186,2,1,2,2,4,1,5,1,2,1,3,4,2,1,3,1,4,2,2,1,1
628,4,4,5,4,4,3,3,3,3,1,3,1,2,3,2,2,3,1,2,1,2
122,4,1,3,4,2,1,3,2,3,1,1,1,1,3,1,1,2,1,1,1,2
677,2,4,3,5,4,2,3,1,4,1,1,3,1,3,2,1,3,1,1,1,1
262,1,2,5,1,4,1,5,1,3,1,3,4,2,3,3,3,4,1,2,1,2
438,1,4,5,7,3,1,1,3,3,2,3,3,2,3,2,2,1,1,1,1,2
409,3,1,5,1,1,3,4,3,4,1,1,1,2,3,2,3,3,1,2,1,1
789,1,4,5,8,4,1,3,3,3,1,2,4,2,1,2,1,3,1,2,1,1
496,2,4,3,4,4,2,2,3,3,2,1,4,2,3,1,1,4,1,2,1,1
521,1,2,3,5,3,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
765,2,1,3,5,1,1,5,2,4,3,2,1,2,1,2,2,2,1,1,1,2
407,1,2,3,5,1,1,2,3,4,1,1,1,2,3,2,1,3,1,1,2,2
419,2,2,3,1,1,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
452,4,1,1,4,3,1,5,1,3,1,3,2,2,3,2,2,3,1,1,1,2
818,1,4,3,3,4,1,1,1,1,2,2,3,2,3,2,1,4,1,1,1,2
446,1,4,3,1,2,1,2,3,2,1,3,3,2,3,2,1,3,1,2,1,1
196,4,1,5,5,2,1,3,1,2,1,1,3,2,3,2,2,3,1,2,1,2
821,3,1,3,5,3,1,3,2,4,1,1,3,1,3,2,1,3,1,1,1,2
226,2,4,3,5,4,4,4,1,3,2,1,4,2,1,2,2,3,1,2,1,1
951,1,4,4,10,2,1,4,1,3,1,1,3,1,3,2,2,3,1,2,1,1
762,1,1,3,5,2,1,3,3,3,1,2,2,1,3,2,1,2,1,1,1,2
256,4,3,5,5,3,1,3,3,3,1,1,1,2,3,2,2,2,1,1,1,2
406,4,3,5,2,2,5,4,3,3,1,3,3,2,3,2,2,3,2,2,1,2
