,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
498,2,2,3,5,1,1,5,3,4,3,1,1,2,3,2,1,2,1,1,1,2
878,1,1,3,1,2,1,2,2,3,1,1,4,2,3,3,1,4,1,2,1,1
930,1,3,3,4,2,1,2,3,3,2,1,2,1,3,2,1,2,1,1,2,2
947,4,1,3,1,3,5,1,3,3,1,3,4,2,3,2,1,4,1,2,1,2
97,2,2,3,10,3,2,3,3,3,1,3,3,2,3,2,1,3,1,1,1,2
128,2,1,5,2,2,1,1,3,3,1,1,3,2,3,2,2,4,1,2,1,2
544,4,1,5,1,1,1,5,3,3,1,3,1,2,3,2,2,2,1,1,1,2
379,4,1,5,1,1,2,3,3,2,1,3,3,2,3,2,2,2,1,1,1,2
203,1,1,3,9,1,1,4,3,4,1,3,2,1,3,1,1,3,1,1,1,1
343,2,2,3,10,4,1,5,1,3,2,1,1,2,1,2,1,4,1,2,1,2
888,4,4,5,1,4,1,5,3,3,1,3,3,2,3,2,2,4,1,2,1,2
808,2,4,2,2,4,1,1,1,3,1,1,4,2,1,3,1,4,1,2,1,2
518,1,1,3,1,1,2,5,2,3,1,1,2,2,3,2,1,3,1,2,1,2
779,2,2,3,7,3,1,1,1,2,1,3,3,2,3,2,1,3,1,2,1,2
488,4,1,3,1,2,2,3,2,3,1,1,1,2,3,1,1,2,1,1,2,2
237,2,3,3,10,3,2,5,3,1,1,1,3,2,1,1,2,2,1,1,1,1
549,4,4,5,2,4,5,4,1,3,1,1,4,2,3,3,2,3,1,2,1,2
400,4,2,3,5,2,1,2,2,4,1,3,1,2,3,2,1,3,1,2,1,2
570,1,3,3,4,3,1,2,3,2,1,3,1,1,3,1,1,2,1,2,1,1
232,4,1,3,5,2,2,4,2,3,1,1,4,2,3,2,1,3,1,1,1,2
442,2,3,4,3,3,1,3,1,3,1,2,3,2,1,2,2,3,1,2,1,2
98,2,4,5,5,3,1,5,3,3,1,3,1,2,3,2,1,3,1,1,1,2
875,2,1,5,1,1,4,3,3,2,1,3,3,2,3,2,2,3,1,1,1,2
978,4,3,4,1,3,1,5,3,3,1,3,3,2,3,2,2,2,2,1,1,1
511,4,4,3,2,4,1,3,1,3,1,1,4,2,3,3,1,4,1,2,1,2
612,1,3,3,5,3,4,2,3,2,1,1,3,2,1,2,1,3,1,1,1,2
217,3,4,3,5,3,1,3,1,3,1,1,1,1,3,2,1,3,1,2,1,2
360,2,2,3,8,1,5,3,3,3,1,3,4,2,3,3,1,3,1,1,1,2
558,1,3,2,4,3,1,4,2,3,1,3,3,2,1,2,1,3,1,1,1,1
919,1,3,3,4,3,1,5,3,3,1,1,2,2,3,1,1,4,1,2,1,1
958,1,4,3,1,4,1,3,2,3,1,1,3,2,3,2,1,2,1,1,1,1
225,4,4,1,7,3,1,3,3,3,1,1,3,2,3,2,2,3,1,1,1,2
18,2,3,3,2,4,1,5,3,2,1,1,4,2,3,3,1,4,1,2,1,1
168,4,3,3,4,3,1,4,1,2,1,3,2,1,3,1,1,3,1,2,1,2
292,1,3,5,2,4,1,5,1,2,1,3,4,2,3,3,2,4,2,2,1,2
607,2,4,3,5,3,2,3,3,2,2,3,4,2,3,3,1,3,1,1,1,1
397,1,4,5,4,3,1,3,2,4,1,1,2,2,3,2,2,3,1,2,1,2
540,2,1,3,5,2,1,2,1,4,1,1,1,1,3,1,1,3,1,1,1,1
328,3,4,3,5,4,1,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
862,1,3,3,5,3,1,2,3,2,1,3,1,2,3,2,1,3,1,2,1,1
667,4,4,2,10,3,1,3,1,2,1,1,1,2,2,2,1,3,1,1,1,2
93,3,3,5,4,3,5,5,3,3,2,3,4,1,3,1,2,3,1,1,1,2
213,3,4,4,10,2,1,5,3,3,1,3,1,2,3,2,1,4,1,2,1,1
337,1,2,3,6,1,5,3,3,2,1,1,3,1,3,1,1,3,1,1,1,1
425,2,2,3,2,3,1,3,1,4,1,2,3,1,3,1,1,3,1,2,1,2
803,4,1,5,5,1,5,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
115,4,4,5,5,3,5,5,3,3,1,1,1,2,3,2,1,3,1,2,1,2
158,2,3,3,1,3,2,4,1,3,1,2,3,2,1,2,2,3,1,2,1,2
989,2,3,5,5,2,1,5,3,3,1,1,2,2,3,2,2,2,1,1,1,2
112,2,2,3,1,4,1,4,2,3,1,2,1,2,3,1,1,2,1,1,1,2
36,4,4,5,8,4,1,3,1,3,1,2,4,2,1,3,1,3,1,2,1,2
105,2,3,5,3,4,1,3,1,3,2,2,3,2,3,2,2,4,2,2,1,1
362,3,1,4,1,2,1,3,1,2,1,1,3,2,2,2,2,3,1,2,1,2
365,4,1,3,10,2,1,4,1,3,1,3,3,2,3,2,1,3,1,2,1,2
441,1,1,3,4,2,1,3,1,2,2,2,2,2,3,2,1,3,1,1,1,2
565,2,3,4,5,2,2,4,2,2,1,1,2,1,3,1,2,3,1,2,1,2
351,2,1,3,4,1,1,3,1,2,1,1,3,2,3,2,1,3,1,1,2,1
973,1,4,3,10,4,1,5,3,3,2,3,4,2,3,1,1,3,1,1,1,1
249,4,2,3,5,1,1,1,2,2,2,3,1,1,3,1,1,3,1,1,1,1
852,4,2,5,5,2,1,3,3,3,1,3,4,2,3,3,2,3,1,2,1,2
796,1,2,3,2,4,5,5,1,3,1,3,2,2,3,3,1,3,2,2,1,1
406,4,3,5,2,2,5,4,3,3,1,3,3,2,3,2,2,3,2,2,1,2
853,1,2,2,1,2,1,4,3,3,1,3,4,2,3,3,2,2,2,1,1,1
164,4,4,3,1,1,3,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
876,1,2,2,5,2,1,2,2,3,2,3,4,2,1,3,1,4,1,2,1,2
861,4,2,4,10,2,1,3,3,4,1,1,3,2,3,2,1,3,1,2,1,1
828,1,4,3,2,4,5,5,2,3,1,3,4,2,3,3,1,3,1,1,1,1
83,1,3,3,3,2,1,5,3,2,3,3,1,2,3,2,1,2,1,2,1,2
698,4,2,5,5,2,1,3,3,3,1,1,3,1,3,2,2,3,1,1,1,2
295,2,4,3,4,4,1,2,1,2,1,1,3,2,3,2,1,3,1,2,1,1
70,4,4,3,2,4,1,3,1,2,1,1,2,2,1,2,1,3,1,1,1,2
610,1,1,3,6,1,2,1,3,2,1,2,2,1,3,2,1,3,1,1,1,1
664,3,1,5,8,1,1,3,1,2,1,3,2,2,3,2,1,2,1,1,1,2
923,2,1,3,1,2,1,4,2,3,1,3,2,2,3,1,1,3,2,2,1,2
963,4,3,3,5,3,3,5,2,3,1,1,3,2,1,2,2,3,1,2,1,1
902,4,4,5,2,4,5,5,1,3,1,3,4,2,3,3,2,3,1,1,1,2
724,4,4,3,1,3,1,3,2,2,1,2,1,1,3,1,1,3,1,1,1,1
127,2,1,3,7,1,1,3,3,3,1,1,3,2,3,2,1,3,1,1,1,1
840,1,4,3,4,4,1,4,3,3,1,1,2,2,3,2,1,3,1,1,1,1
1,2,4,3,5,4,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
897,4,1,5,4,2,4,4,2,2,1,1,2,2,3,2,1,3,1,1,2,2
539,3,2,3,4,3,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2
601,2,1,3,4,1,1,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
308,2,1,3,4,1,1,3,2,2,1,3,1,1,3,2,1,3,1,1,1,1
585,1,2,3,4,2,1,3,1,2,1,3,1,1,1,1,1,3,1,1,1,1
410,2,3,3,5,2,1,5,3,2,1,3,3,1,3,2,1,3,1,2,1,2
171,4,1,3,4,1,1,3,3,2,1,1,1,2,3,2,1,3,1,2,1,2
417,1,2,4,8,4,5,3,1,2,1,1,3,1,3,1,2,3,1,2,1,2
763,4,3,5,1,4,5,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
935,2,4,4,5,2,2,2,3,3,1,2,4,2,2,2,2,4,1,1,1,1
603,4,4,3,4,3,1,3,3,2,1,1,3,2,3,2,1,4,1,2,1,1
460,1,4,3,4,3,1,3,1,3,3,1,2,2,3,2,1,3,2,1,1,2
866,1,2,3,5,3,1,2,3,2,1,1,3,2,2,2,1,3,1,1,1,2
637,4,4,4,5,4,1,4,1,3,1,3,3,1,3,2,2,3,1,2,1,2
423,4,3,4,4,2,2,4,3,3,1,2,1,2,3,2,2,4,1,1,1,2
315,1,4,2,4,3,1,5,3,3,1,3,3,2,1,2,1,3,1,1,1,1
376,4,2,4,5,3,1,1,1,4,1,2,1,2,3,2,2,3,1,1,1,2
524,2,2,3,5,1,1,3,3,2,3,3,1,2,3,2,1,2,2,1,1,2
867,4,1,5,4,3,1,5,1,3,1,3,2,2,2,2,1,3,1,1,1,2
438,1,4,5,7,3,1,1,3,3,2,3,3,2,3,2,2,1,1,1,1,2
739,2,4,1,10,4,2,3,3,2,1,3,3,2,3,1,2,2,1,1,1,1
150,4,1,3,5,1,2,5,1,3,1,3,4,2,1,3,1,3,2,2,1,2
999,2,4,5,2,4,2,1,2,3,1,3,3,2,3,2,1,3,1,1,1,2
556,2,2,1,1,2,2,2,2,2,1,2,3,2,3,2,2,3,1,1,1,1
819,1,2,3,5,1,1,3,3,4,1,2,1,2,1,2,1,3,1,1,1,1
807,4,1,5,5,1,5,5,3,3,1,3,1,2,3,2,4,3,1,1,1,2
409,3,1,5,1,1,3,4,3,4,1,1,1,2,3,2,3,3,1,2,1,1
143,1,2,3,4,3,1,3,1,3,1,1,3,1,3,2,1,3,1,1,1,1
526,4,2,5,8,2,2,3,3,2,1,2,3,2,3,2,1,3,1,1,1,2
858,1,2,3,1,3,1,3,2,2,1,1,2,2,3,2,1,3,1,2,1,1
986,3,4,1,10,4,1,2,1,1,1,1,2,2,3,2,2,3,1,1,1,2
827,4,2,1,10,4,1,3,1,3,1,1,3,2,2,2,2,3,2,1,1,1
208,1,3,3,10,4,1,3,1,4,1,1,3,1,2,2,1,2,1,1,1,2
440,4,1,3,1,2,1,5,3,3,1,3,3,2,3,2,1,4,1,2,1,2
131,1,4,4,8,4,1,3,3,3,1,2,2,2,2,2,1,3,1,2,1,1
380,1,3,3,4,2,5,4,3,3,1,3,3,2,3,2,1,3,1,2,1,2
174,1,3,4,8,3,1,2,1,3,1,1,2,2,3,2,2,3,1,1,1,1
533,4,3,3,5,1,2,4,3,4,1,2,2,2,3,2,1,3,1,2,1,2
270,4,2,3,1,3,5,4,3,3,1,2,2,2,3,2,1,3,1,1,2,2
407,1,2,3,5,1,1,2,3,4,1,1,1,2,3,2,1,3,1,1,2,2
869,1,1,3,4,1,1,5,3,2,1,3,2,1,3,1,1,3,1,1,1,2
123,3,1,5,1,1,1,5,3,3,1,3,4,2,3,3,2,3,1,2,1,2
138,2,2,5,5,3,5,4,3,3,3,1,1,2,1,2,3,3,1,2,1,2
51,2,4,4,2,4,1,5,1,3,1,1,3,2,3,2,2,4,1,2,1,2
624,1,2,3,5,3,1,3,3,3,1,3,4,2,3,3,2,3,1,1,1,1
275,4,1,3,5,3,1,3,1,3,1,1,1,2,3,2,1,3,2,1,1,2
965,2,4,3,5,2,5,3,3,2,1,1,3,2,3,2,1,3,1,1,1,2
342,2,2,3,5,3,3,2,1,4,1,2,1,1,3,1,1,3,1,1,1,2
256,4,3,5,5,3,1,3,3,3,1,1,1,2,3,2,2,2,1,1,1,2
182,1,3,2,1,2,5,3,3,3,1,1,2,2,3,2,2,2,2,1,1,1
617,1,1,5,1,3,1,3,1,3,1,2,1,2,3,1,3,3,2,1,1,2
300,4,1,3,1,1,1,1,1,2,1,3,1,2,3,2,1,1,1,2,1,2
690,1,2,5,4,1,1,3,1,1,1,2,2,1,3,2,2,3,1,1,1,2
765,2,1,3,5,1,1,5,2,4,3,2,1,2,1,2,2,2,1,1,1,2
240,1,3,3,1,1,5,5,3,2,1,1,3,2,1,2,1,3,1,1,1,1
230,3,4,3,5,4,1,3,3,3,1,1,3,2,3,2,1,3,1,1,1,1
915,2,4,1,3,4,1,3,1,2,1,1,2,2,1,2,1,4,1,2,2,1
326,4,1,5,4,4,5,5,1,3,1,3,2,2,3,1,1,3,1,2,1,2
458,1,1,3,6,1,1,2,3,2,1,1,1,2,3,2,1,3,1,1,1,2
681,4,1,3,5,2,5,3,3,3,1,3,4,2,3,3,1,3,1,2,1,2
662,4,3,3,4,2,1,5,3,3,1,1,1,2,3,2,2,3,1,1,1,2
762,1,1,3,5,2,1,3,3,3,1,2,2,1,3,2,1,2,1,1,1,2
465,1,3,3,2,3,1,3,2,3,3,3,4,2,1,2,1,3,2,2,1,2
163,2,1,3,1,4,1,1,1,3,1,3,4,2,1,3,1,4,1,2,1,2
167,2,1,3,4,2,4,2,3,2,1,1,1,1,3,2,1,3,1,1,1,2
145,2,4,2,10,3,2,4,3,3,1,1,3,2,3,2,1,3,1,1,1,2
206,4,1,5,4,2,1,5,3,3,1,3,1,2,3,2,3,3,1,2,1,2
500,1,3,3,1,3,1,2,3,2,1,1,2,2,3,2,1,3,1,1,1,1
188,1,1,3,5,1,2,4,3,4,1,1,2,1,3,2,1,3,1,1,1,1
324,4,2,5,1,1,1,3,3,2,1,2,1,2,3,2,2,3,1,1,1,2
657,4,4,3,5,4,5,4,3,3,1,2,3,2,2,2,1,3,1,2,1,2
740,1,3,2,1,3,2,4,1,3,1,2,3,2,1,2,1,3,1,1,1,2
830,4,3,4,10,3,3,3,3,3,1,1,3,2,3,2,2,3,2,2,1,2
850,1,3,5,1,2,1,3,3,4,3,1,2,2,1,1,2,3,1,1,2,1
991,4,2,2,5,2,2,5,3,3,1,3,3,2,1,2,1,2,2,1,1,2
895,4,4,4,2,4,5,4,2,3,1,1,3,2,2,2,1,4,2,2,1,2
575,4,2,5,4,3,1,4,1,2,2,2,3,1,1,2,2,3,1,1,1,2
79,2,4,3,4,3,1,2,1,4,1,1,2,1,3,2,1,3,1,1,1,2
809,2,2,1,1,2,1,2,1,2,1,1,1,2,3,1,2,1,1,1,1,1
687,2,4,4,1,3,2,5,3,3,1,2,4,2,3,3,1,3,1,1,1,2
939,4,3,5,2,4,5,3,1,3,1,3,2,2,3,2,2,4,2,2,1,2
844,4,2,3,4,3,1,5,3,3,1,3,2,2,1,2,3,3,2,2,1,2
229,1,3,3,4,3,1,2,3,3,1,1,4,1,1,3,1,3,1,1,1,2
723,2,1,3,5,1,3,3,3,2,1,2,1,2,3,2,1,2,1,1,1,2
912,2,4,3,5,3,5,5,1,2,1,3,3,1,3,2,1,3,1,1,1,2
100,4,3,3,1,2,2,5,3,4,1,3,1,2,3,1,1,2,1,1,1,2
290,4,1,3,10,1,1,3,1,4,1,1,1,2,3,2,1,3,1,2,2,2
444,2,4,5,4,4,1,3,1,2,1,2,3,2,3,2,1,4,1,2,1,1
946,1,3,2,4,3,3,2,3,3,1,3,4,2,3,3,1,3,2,2,1,1
53,4,2,3,2,3,5,3,1,3,1,1,2,2,3,2,1,3,1,2,1,2
391,2,1,3,4,1,4,2,1,2,1,3,1,1,3,1,1,2,1,1,1,2
962,4,2,3,1,3,5,3,2,3,1,1,4,2,3,2,1,3,1,1,1,2
998,1,4,3,5,2,1,3,3,3,1,3,4,1,3,3,1,3,1,2,1,1
666,2,4,2,4,3,4,3,3,3,1,1,3,2,2,2,1,3,2,2,1,2
251,3,1,3,4,2,1,3,1,2,1,1,3,2,3,2,1,2,1,1,1,2
499,3,1,5,1,1,2,5,1,1,1,3,3,2,3,2,2,3,2,2,1,2
475,1,2,1,4,3,1,2,1,2,1,3,2,2,3,1,1,3,1,1,1,1
670,4,3,5,10,4,2,3,2,3,1,2,2,2,3,2,2,2,1,2,1,2
271,4,1,5,4,2,3,4,2,2,1,3,3,2,3,1,1,3,1,2,1,2
44,1,4,5,2,4,1,5,3,2,1,3,4,2,2,3,2,2,1,1,1,1
113,4,4,5,1,4,1,3,3,2,1,1,1,1,2,2,2,3,1,2,1,1
24,4,1,5,4,2,5,3,1,4,1,1,3,2,3,2,2,3,1,1,2,2
211,4,4,3,5,3,5,5,1,2,1,3,1,2,3,2,1,2,1,2,1,2
620,2,3,5,10,3,1,4,1,3,1,2,2,2,3,2,2,3,1,1,1,2
169,2,3,5,10,2,1,5,3,1,1,3,1,2,3,2,2,3,1,2,1,1
591,2,3,4,1,2,5,3,3,2,1,3,3,2,3,1,2,3,1,2,1,2
969,1,1,5,1,3,1,3,1,3,1,1,1,2,3,2,2,2,2,1,1,2
596,1,3,3,1,2,1,4,3,2,1,3,3,1,3,1,2,3,1,1,1,1
520,4,3,5,7,4,1,5,2,3,1,3,4,2,3,3,2,3,1,1,1,2
32,2,2,3,1,4,2,3,1,3,1,1,3,2,3,2,2,3,1,2,1,2
611,3,1,3,1,1,2,5,1,2,1,3,4,2,3,3,1,2,2,1,1,1
109,2,2,3,10,2,3,5,1,4,1,1,1,2,3,2,1,3,1,2,1,2
136,4,4,4,2,4,4,3,1,3,1,1,3,2,3,2,2,3,1,1,1,2
330,1,3,5,2,4,1,1,1,3,1,3,4,2,3,3,2,4,1,2,1,2
222,4,1,3,5,1,1,3,3,3,1,1,1,2,1,2,2,3,1,1,1,2
28,2,1,3,5,3,1,3,2,3,3,1,1,2,3,2,1,3,1,1,1,2
287,2,4,4,3,4,2,1,1,3,1,3,4,2,3,3,1,4,1,2,1,2
722,1,1,3,1,1,1,3,3,2,1,1,1,1,3,2,1,2,1,1,1,1
55,4,1,2,1,1,5,3,1,3,3,1,1,2,2,2,1,2,2,1,1,2
987,4,2,3,5,2,2,1,1,2,1,3,1,2,3,2,1,3,1,1,1,2
881,4,3,3,2,4,5,3,1,1,1,3,4,2,3,3,1,3,1,2,1,2
901,4,3,5,1,3,5,2,1,1,1,3,1,2,3,2,2,3,1,2,1,2
48,4,1,5,1,4,1,3,1,3,1,3,2,2,3,2,2,2,1,1,1,2
904,4,3,3,5,1,1,5,3,3,1,1,1,2,3,2,1,4,1,2,1,2
976,2,1,3,5,1,1,3,1,2,3,2,1,2,3,2,1,3,1,1,1,2
642,4,2,3,8,4,2,3,2,3,1,1,2,2,3,2,1,4,1,2,1,1
545,1,3,4,1,1,1,1,3,3,1,1,1,2,3,3,2,3,2,1,1,1
477,3,3,3,5,4,1,4,3,3,1,1,3,1,1,2,1,3,1,1,1,2
547,4,3,3,5,2,1,4,2,3,1,1,3,2,1,2,1,3,2,1,1,2
63,2,4,1,10,4,1,3,1,3,1,1,3,1,3,2,1,3,1,2,1,1
413,4,1,3,1,2,3,3,2,3,1,1,4,2,3,1,1,2,2,1,2,2
384,4,4,4,10,4,2,3,1,3,1,1,2,2,3,2,2,2,1,1,1,2
889,4,4,2,2,4,5,2,2,3,3,3,1,2,1,1,2,3,2,2,1,2
322,1,3,3,2,3,1,4,1,3,1,1,4,2,3,3,1,4,1,2,1,2
451,4,1,3,5,1,1,3,2,2,1,1,1,2,3,2,1,3,1,1,1,2
781,4,3,5,1,2,4,5,3,3,1,3,1,2,3,2,1,3,1,2,1,2
234,4,1,5,5,2,1,4,1,3,1,1,1,2,3,2,3,2,2,1,1,2
656,2,1,3,1,1,1,5,3,3,1,3,3,2,1,2,1,2,2,1,1,1
557,4,3,1,1,4,5,3,1,2,1,3,2,2,1,2,2,3,1,2,1,1
462,2,1,3,4,3,1,2,2,2,1,1,1,2,3,1,1,4,1,1,1,2
424,2,1,3,4,3,5,5,1,2,1,1,2,1,1,2,1,3,1,2,1,1
880,4,3,3,2,4,1,4,2,3,1,2,3,2,3,2,1,4,1,2,1,2
303,1,1,5,1,1,1,4,3,3,2,2,2,2,3,2,2,3,1,2,1,2
884,2,3,3,4,4,1,4,2,1,1,2,3,2,3,2,1,3,1,2,1,1
689,1,1,3,1,3,4,3,1,3,1,2,2,2,3,2,1,3,2,1,1,2
219,4,1,3,1,1,1,3,1,2,1,3,3,2,3,2,1,3,1,2,1,2
870,4,4,4,4,4,3,4,1,2,1,3,3,2,3,2,2,3,1,2,1,2
296,4,1,3,2,4,5,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
21,1,1,3,5,3,3,3,1,3,1,2,1,2,3,1,1,3,2,1,1,2
760,4,2,5,1,4,5,5,1,2,1,3,3,2,3,2,1,3,1,2,1,2
420,4,2,3,1,3,4,4,1,2,1,2,3,1,3,1,1,3,1,1,1,2
325,1,1,5,1,3,1,4,1,3,1,3,1,2,3,2,2,2,1,1,2,2
199,2,2,4,4,4,1,5,3,1,1,2,4,2,3,2,1,4,1,2,1,1
450,4,4,5,2,4,5,3,3,3,1,1,3,2,3,2,1,4,1,2,1,2
137,2,1,3,5,1,3,3,3,3,1,2,1,2,3,2,1,2,1,1,1,1
536,1,1,3,1,2,5,1,3,2,1,2,2,2,3,2,1,4,1,2,1,2
696,2,1,3,5,1,1,4,3,3,3,2,1,2,3,2,2,3,1,1,2,2
717,4,2,3,5,2,1,3,3,3,1,1,4,2,3,3,1,4,1,2,1,2
646,1,4,1,4,4,1,3,1,1,3,1,1,2,3,2,2,3,1,1,1,2
628,4,4,5,4,4,3,3,3,3,1,3,1,2,3,2,2,3,1,2,1,2
212,1,4,1,10,4,1,1,1,3,1,3,2,2,2,2,2,3,1,2,1,1
961,2,3,4,1,3,1,3,1,1,1,3,2,2,3,2,2,3,1,1,1,2
934,1,1,3,5,2,1,3,3,2,1,1,3,1,1,2,1,3,1,1,1,2
921,4,4,4,5,4,3,4,3,3,1,1,3,2,3,2,1,4,1,2,1,2
505,4,1,3,1,1,5,3,3,3,3,3,2,2,3,2,1,2,1,1,1,1
815,2,4,4,1,4,1,3,1,2,1,1,2,2,3,1,1,3,1,1,1,2
231,4,1,3,1,3,3,5,1,3,1,3,4,2,3,3,1,2,1,1,1,2
405,2,3,3,5,2,1,2,1,4,1,1,2,1,3,2,1,3,1,2,1,1
729,3,3,5,10,1,4,3,1,1,1,3,1,2,3,2,2,3,1,2,1,2
568,2,4,3,5,4,5,4,3,3,1,1,3,2,3,2,2,3,2,2,1,2
317,2,3,3,4,4,5,3,1,2,1,3,2,2,3,2,1,2,1,2,1,2
183,4,3,5,4,3,4,3,3,3,1,3,1,2,3,2,1,3,1,2,1,2
856,4,1,3,9,1,5,4,3,2,1,2,2,2,3,2,1,3,1,2,1,2
854,4,4,4,1,4,1,5,1,3,1,1,3,2,3,2,2,3,2,2,1,2
693,1,1,5,1,4,5,2,1,3,1,2,1,2,3,2,2,2,2,1,1,2
609,4,2,3,2,1,5,5,3,3,1,3,4,2,1,3,1,3,2,1,1,2
626,3,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,2,1,2
485,2,1,4,1,1,1,1,3,3,1,3,2,2,3,2,1,4,1,2,1,1
278,4,1,3,4,4,1,2,1,2,1,3,2,2,3,2,1,3,1,1,1,1
630,1,3,3,5,3,1,3,1,2,1,3,3,2,3,2,1,3,1,1,1,2
20,4,1,5,1,2,1,3,3,3,1,3,3,2,3,2,3,3,1,2,1,2
170,1,2,1,1,1,1,5,3,3,1,2,3,2,3,1,2,3,2,1,1,1
401,2,2,5,10,2,5,3,3,4,1,3,1,2,1,2,2,3,1,1,1,2
924,1,3,2,4,4,1,2,1,1,1,1,2,2,1,2,1,3,1,2,1,1
566,1,1,3,1,2,1,4,1,1,1,2,3,2,3,2,1,3,1,1,1,1
176,1,1,3,4,3,1,3,1,1,1,1,3,2,3,2,1,3,1,1,1,2
327,4,3,3,1,2,4,4,3,2,1,2,3,2,3,2,1,3,2,2,1,2
706,2,4,3,1,4,2,4,2,3,1,1,2,1,3,2,1,3,1,1,1,1
198,2,3,3,2,3,5,5,3,3,1,3,4,2,1,3,1,3,1,2,1,2
470,2,3,3,5,3,2,2,2,4,1,1,3,1,3,1,1,3,1,2,1,1
842,4,2,3,7,2,1,2,3,2,1,3,1,1,3,2,1,3,1,1,1,1
694,4,3,3,5,2,1,4,3,3,1,1,3,2,3,2,1,3,1,2,1,2
266,4,4,5,10,4,5,5,3,3,1,3,1,2,3,2,2,3,1,1,1,2
615,2,4,1,10,4,5,3,1,3,1,1,3,2,1,2,1,4,1,2,1,2
732,2,1,3,5,1,1,4,3,2,3,1,1,2,3,2,1,2,1,1,1,2
492,4,1,5,5,1,2,3,1,2,1,1,2,2,3,2,2,3,1,1,1,2
130,2,4,3,1,4,5,4,1,2,1,1,3,1,3,2,1,3,1,1,1,2
338,1,3,3,4,4,1,3,3,3,1,3,2,2,3,2,1,3,1,1,1,2
851,4,3,5,2,4,5,4,2,3,1,3,2,2,3,2,2,3,1,2,1,2
489,4,1,3,1,3,1,3,1,3,3,2,2,2,3,1,1,3,1,1,1,2
572,4,3,3,2,4,5,1,1,2,1,3,2,2,3,1,1,4,1,2,1,2
606,4,3,5,10,4,1,3,2,3,1,1,1,2,3,2,1,4,1,2,1,2
193,4,1,3,5,2,1,4,1,4,1,1,1,2,3,1,1,3,1,1,1,2
140,3,1,3,1,1,4,2,1,4,1,1,1,2,3,2,1,1,1,1,2,2
416,1,1,3,1,3,1,2,3,3,1,1,1,2,3,2,1,2,2,1,1,1
660,3,1,3,5,1,1,3,2,4,1,3,1,1,3,1,1,3,1,1,1,2
476,4,4,3,2,3,3,3,3,3,1,3,3,1,3,2,1,3,1,1,1,2
714,2,4,3,1,4,1,4,3,3,1,1,4,2,3,2,1,4,1,2,1,1
152,3,4,3,5,4,1,3,3,3,1,1,3,1,3,2,1,3,1,1,1,2
849,1,1,3,5,1,1,5,3,3,1,3,1,2,2,2,1,2,1,1,1,1
898,4,2,3,4,2,5,4,1,2,1,3,1,2,1,1,1,2,1,1,1,2
10,2,1,3,1,1,1,2,2,2,1,1,3,1,3,1,1,3,1,1,1,1
269,4,3,3,5,1,5,5,3,3,1,1,3,1,3,2,2,3,1,1,1,2
96,4,1,5,8,2,5,4,3,2,1,1,3,2,3,2,1,3,1,1,1,2
210,4,1,5,5,3,5,3,1,3,1,1,1,2,3,2,2,3,2,1,1,2
984,4,3,5,4,2,1,4,1,3,1,1,2,2,3,2,2,2,1,1,1,2
752,2,1,3,10,1,2,4,1,2,1,3,1,1,3,1,1,2,1,1,1,2
569,1,4,3,5,4,1,3,2,2,1,1,3,2,3,2,1,3,1,2,1,1
813,1,4,3,6,3,1,3,2,3,1,3,3,2,3,2,1,3,1,1,1,1
775,1,3,3,1,2,5,3,3,2,1,3,1,1,3,1,1,3,1,1,1,1
548,1,1,2,5,1,1,3,3,2,1,3,1,1,1,2,1,2,1,1,1,1
943,4,1,5,1,2,1,4,1,3,1,1,1,2,3,2,3,2,2,1,1,2
532,4,1,4,2,2,1,3,3,4,1,3,1,2,3,1,1,3,1,1,1,2
933,4,1,5,5,1,3,5,3,3,1,3,2,2,3,2,2,3,2,2,1,2
332,2,4,3,1,4,2,2,3,2,1,1,2,1,3,2,1,4,1,1,1,1
75,1,1,5,2,2,1,5,3,3,1,3,4,2,3,3,2,4,1,1,1,2
712,4,3,3,2,3,5,5,3,3,1,3,1,2,3,2,1,4,1,2,1,2
77,2,1,4,5,4,1,4,1,3,1,3,2,2,3,2,1,3,1,1,1,2
263,4,1,5,8,3,1,5,1,2,1,3,4,2,1,3,3,2,1,1,1,2
993,1,4,3,4,3,1,1,3,3,1,2,2,2,3,2,1,4,1,2,1,2
149,4,2,5,5,2,4,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
932,4,1,5,1,1,1,3,2,3,1,1,1,2,3,2,2,3,1,1,1,2
514,4,3,3,1,2,5,2,3,3,1,1,2,2,3,2,1,3,1,1,1,2
940,4,1,3,1,3,5,2,1,3,1,2,2,2,3,2,1,4,2,2,1,2
469,4,3,4,2,4,1,4,2,3,1,2,3,2,3,2,2,2,1,2,1,2
564,2,3,4,10,4,5,3,3,3,1,1,2,2,1,2,2,4,1,2,1,2
