,chek_acc,month_duration,credit_history,purpose,Credit_amo,saving_amo,present_employmment,instalrate,p_status,guatan,present_resident,property,age,installment,Housing,existing_cards,job,no_people,telephn,foreign_worker,target
289,1,3,4,5,1,1,2,3,4,1,3,1,2,2,2,1,3,1,1,1,1
824,4,2,5,4,3,1,2,2,1,1,1,3,2,3,2,2,4,1,2,1,2
315,1,4,2,4,3,1,5,3,3,1,3,3,2,1,2,1,3,1,1,1,1
581,2,1,5,1,3,1,2,1,3,1,2,1,2,1,2,2,2,2,1,1,2
468,4,4,4,10,3,1,3,1,2,1,1,3,2,3,2,2,3,1,2,1,2
98,2,4,5,5,3,1,5,3,3,1,3,1,2,3,2,1,3,1,1,1,2
226,2,4,3,5,4,4,4,1,3,2,1,4,2,1,2,2,3,1,2,1,1
450,4,4,5,2,4,5,3,3,3,1,1,3,2,3,2,1,4,1,2,1,2
381,2,2,3,2,4,1,1,2,2,1,3,4,2,3,3,1,4,1,2,1,1
775,1,3,3,1,2,5,3,3,2,1,3,1,1,3,1,1,3,1,1,1,1
461,1,2,3,1,2,1,2,1,3,1,2,1,2,3,2,1,3,1,1,1,2
903,4,2,3,5,2,5,3,3,4,1,1,1,2,3,1,1,3,1,2,1,2
277,1,1,3,4,1,5,5,1,1,1,3,2,2,3,2,1,2,1,2,1,2
321,1,3,3,5,2,1,2,3,1,1,2,2,2,3,2,1,3,1,1,1,1
586,1,1,5,1,3,1,3,1,3,1,1,1,2,3,1,2,3,2,1,1,2
943,4,1,5,1,2,1,4,1,3,1,1,1,2,3,2,3,2,2,1,1,2
483,4,2,4,4,1,4,4,2,2,1,1,2,2,3,2,2,3,1,1,1,2
442,2,3,4,3,3,1,3,1,3,1,2,3,2,1,2,2,3,1,2,1,2
503,2,3,5,5,1,2,2,3,3,1,3,4,2,1,2,2,3,2,1,1,1
582,4,1,3,4,2,1,3,3,2,1,1,1,2,3,1,1,3,1,1,1,2
654,4,3,5,2,3,1,4,3,3,1,2,3,2,3,2,2,3,1,2,1,2
832,1,4,1,10,4,1,5,1,3,1,3,3,2,3,1,2,3,1,1,1,1
576,2,1,3,5,3,1,4,1,2,1,1,1,2,3,2,1,3,1,1,1,2
641,2,2,3,7,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,2
907,2,4,3,8,3,5,3,1,4,1,1,3,2,3,2,1,3,1,1,1,2
656,2,1,3,1,1,1,5,3,3,1,3,3,2,1,2,1,2,2,1,1,1
764,4,3,5,1,3,2,4,3,4,1,2,2,2,3,2,2,3,1,2,1,2
188,1,1,3,5,1,2,4,3,4,1,1,2,1,3,2,1,3,1,1,1,1
917,1,1,3,1,4,1,5,1,3,1,3,4,2,1,2,1,4,1,2,1,1
490,4,1,5,5,2,1,5,1,3,1,1,4,2,3,2,2,3,1,1,1,2
898,4,2,3,4,2,5,4,1,2,1,3,1,2,1,1,1,2,1,1,1,2
122,4,1,3,4,2,1,3,2,3,1,1,1,1,3,1,1,2,1,1,1,2
9,2,4,5,1,4,1,1,3,4,1,1,3,2,3,2,2,4,1,1,1,1
711,1,1,2,8,1,1,5,3,2,1,3,4,2,3,3,1,3,1,1,1,1
164,4,4,3,1,1,3,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
101,2,4,3,5,3,1,4,3,3,1,3,3,1,3,1,1,3,1,1,1,2
952,2,3,3,2,4,3,2,2,2,1,3,3,2,3,1,1,3,1,1,1,1
351,2,1,3,4,1,1,3,1,2,1,1,3,2,3,2,1,3,1,1,2,1
373,4,4,5,1,4,5,5,1,3,1,3,4,2,1,3,1,4,1,2,1,2
571,4,4,5,5,4,1,4,2,3,2,1,3,2,3,2,1,3,1,1,1,2
560,1,3,3,2,3,5,5,3,3,1,3,4,2,1,3,1,3,2,2,1,2
845,2,3,3,4,4,5,4,1,3,1,2,3,2,3,2,1,3,1,2,1,2
694,4,3,3,5,2,1,4,3,3,1,1,3,2,3,2,1,3,1,2,1,2
239,1,4,3,5,3,1,5,1,3,3,2,2,2,3,2,1,3,2,1,1,2
930,1,3,3,4,2,1,2,3,3,2,1,2,1,3,2,1,2,1,1,2,2
76,1,4,3,5,3,1,2,3,3,1,2,3,2,3,2,1,3,1,1,1,1
223,4,3,4,10,3,5,3,3,3,1,3,1,2,3,2,2,3,2,2,1,2
669,3,4,5,5,3,1,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
518,1,1,3,1,1,2,5,2,3,1,1,2,2,3,2,1,3,1,2,1,2
644,1,2,5,5,2,1,4,3,4,1,1,2,2,3,2,2,4,1,2,1,2
460,1,4,3,4,3,1,3,1,3,3,1,2,2,3,2,1,3,2,1,1,2
311,4,3,3,4,4,2,3,3,3,1,1,3,1,2,2,1,3,1,1,1,2
18,2,3,3,2,4,1,5,3,2,1,1,4,2,3,3,1,4,1,2,1,1
191,2,4,1,10,3,2,4,3,3,1,3,4,2,3,3,1,2,2,1,1,1
413,4,1,3,1,2,3,3,2,3,1,1,4,2,3,1,1,2,2,1,2,2
967,4,2,3,5,3,1,5,3,2,1,1,3,2,1,1,1,4,1,2,1,2
766,1,4,3,4,3,1,2,1,1,1,3,2,2,3,2,1,2,1,1,1,1
280,4,2,5,2,3,4,5,2,3,1,3,4,1,3,1,2,3,1,2,1,2
499,3,1,5,1,1,2,5,1,1,1,3,3,2,3,2,2,3,2,2,1,2
328,3,4,3,5,4,1,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
0,1,1,5,5,1,5,5,3,3,1,3,1,2,3,2,2,3,1,2,1,2
572,4,3,3,2,4,5,1,1,2,1,3,2,2,3,1,1,4,1,2,1,2
783,2,1,3,1,1,2,2,3,2,1,1,2,1,1,2,1,2,1,1,1,1
663,2,1,4,4,1,1,1,3,3,1,1,2,2,2,2,2,4,1,2,1,2
339,2,1,3,4,2,1,3,3,1,1,1,3,2,3,2,1,2,1,1,1,2
182,1,3,2,1,2,5,3,3,3,1,1,2,2,3,2,2,2,2,1,1,1
493,2,1,3,5,1,5,5,3,3,1,3,2,2,3,2,1,3,1,1,1,2
984,4,3,5,4,2,1,4,1,3,1,1,2,2,3,2,2,2,1,1,1,2
96,4,1,5,8,2,5,4,3,2,1,1,3,2,3,2,1,3,1,1,1,2
55,4,1,2,1,1,5,3,1,3,3,1,1,2,2,2,1,2,2,1,1,2
350,4,1,3,6,1,1,2,1,2,1,3,1,1,3,1,1,3,1,2,1,2
39,2,1,3,5,1,1,3,3,3,1,2,1,1,3,2,1,3,1,1,1,2
522,1,4,1,4,4,1,3,2,3,1,3,4,2,3,3,2,3,2,1,1,1
891,4,2,5,5,2,1,5,3,3,1,3,3,2,3,2,2,3,1,2,1,2
818,1,4,3,3,4,1,1,1,1,2,2,3,2,3,2,1,4,1,1,1,2
304,4,4,5,1,4,3,3,1,3,1,1,4,2,1,3,1,3,1,1,1,1
215,2,1,5,9,1,5,4,1,2,1,2,2,2,3,2,2,2,1,1,1,2
298,4,2,3,4,3,1,3,2,3,1,3,1,2,3,2,1,3,1,2,1,2
371,4,2,5,5,4,1,5,2,3,1,3,3,2,3,2,2,3,1,2,1,2
538,1,4,3,1,4,1,5,3,3,1,3,4,2,1,3,1,4,1,1,1,1
749,4,2,3,2,3,1,4,1,3,1,1,3,2,3,2,1,3,1,1,1,2
237,2,3,3,10,3,2,5,3,1,1,1,3,2,1,1,2,2,1,1,1,1
376,4,2,4,5,3,1,1,1,4,1,2,1,2,3,2,2,3,1,1,1,2
88,1,2,3,1,2,2,4,3,3,1,2,3,2,3,2,1,4,2,2,1,2
795,4,1,3,4,2,2,2,1,2,1,3,2,1,3,1,1,3,1,1,1,2
529,1,1,3,1,1,1,2,2,3,1,3,1,2,3,2,1,2,2,2,1,2
959,2,3,3,4,3,2,5,3,3,1,3,4,2,3,3,1,3,1,1,1,2
268,1,2,3,1,4,1,5,1,1,1,3,2,2,3,2,1,4,1,2,2,1
38,3,1,3,6,1,1,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
152,3,4,3,5,4,1,3,3,3,1,1,3,1,3,2,1,3,1,1,1,2
79,2,4,3,4,3,1,2,1,4,1,1,2,1,3,2,1,3,1,1,1,2
429,1,2,5,7,1,1,1,1,2,1,3,4,2,3,3,3,1,2,1,1,1
241,4,1,3,5,2,1,4,2,3,1,1,2,2,3,2,1,3,2,1,1,2
912,2,4,3,5,3,5,5,1,2,1,3,3,1,3,2,1,3,1,1,1,2
345,4,2,5,5,2,1,3,3,2,1,1,3,2,3,2,1,2,1,1,1,2
174,1,3,4,8,3,1,2,1,3,1,1,2,2,3,2,2,3,1,1,1,1
849,1,1,3,5,1,1,5,3,3,1,3,1,2,2,2,1,2,1,1,1,1
506,3,2,5,2,3,3,3,1,3,1,1,3,2,3,2,1,3,1,2,1,2
739,2,4,1,10,4,2,3,3,2,1,3,3,2,3,1,2,2,1,1,1,1
24,4,1,5,4,2,5,3,1,4,1,1,3,2,3,2,2,3,1,1,2,2
161,4,2,5,1,1,1,2,3,2,1,1,2,2,3,2,2,3,1,1,1,2
926,1,2,5,4,1,1,2,3,2,1,3,2,1,3,1,1,3,1,1,1,2
924,1,3,2,4,4,1,2,1,1,1,1,2,2,1,2,1,3,1,2,1,1
119,2,1,5,1,3,3,4,2,1,1,2,3,2,3,2,1,4,1,2,1,2
58,3,2,3,1,2,1,5,2,2,1,1,3,1,3,2,1,4,1,1,1,2
262,1,2,5,1,4,1,5,1,3,1,3,4,2,3,3,3,4,1,2,1,2
570,1,3,3,4,3,1,2,3,2,1,3,1,1,3,1,1,2,1,2,1,1
168,4,3,3,4,3,1,4,1,2,1,3,2,1,3,1,1,3,1,2,1,2
81,4,2,3,5,1,3,5,3,3,1,2,2,2,2,2,1,3,1,2,1,2
811,2,1,3,5,1,1,4,2,4,3,2,1,2,1,2,1,2,1,1,1,2
790,2,3,3,10,1,1,5,1,2,1,3,2,2,3,2,1,3,2,1,1,1
221,1,1,3,8,1,5,3,3,2,1,3,2,1,1,1,1,3,1,2,1,2
937,2,1,3,5,2,1,2,3,4,1,2,3,2,3,1,1,4,1,2,1,2
886,2,3,5,10,3,5,4,3,3,1,2,4,2,3,2,2,3,2,2,1,2
750,1,1,3,4,1,1,5,1,2,1,1,2,2,1,2,1,3,1,2,1,2
762,1,1,3,5,2,1,3,3,3,1,2,2,1,3,2,1,2,1,1,1,2
774,3,1,5,1,2,3,1,1,3,1,3,4,2,1,3,3,1,1,1,1,2
83,1,3,3,3,2,1,5,3,2,3,3,1,2,3,2,1,2,1,2,1,2
92,4,1,5,5,1,5,5,3,2,1,2,2,2,1,2,1,2,2,1,1,1
301,2,4,1,5,3,1,3,3,2,1,1,3,2,3,2,1,3,1,2,1,1
19,4,3,3,5,3,3,5,2,3,1,1,3,2,3,2,1,3,2,2,1,2
558,1,3,2,4,3,1,4,2,3,1,3,3,2,1,2,1,3,1,1,1,1
185,4,2,5,5,1,1,3,3,3,1,1,2,2,3,2,2,3,1,1,1,2
227,1,1,3,4,4,1,5,3,3,1,3,4,2,3,3,1,4,1,2,1,1
209,4,1,3,2,2,4,4,2,3,1,1,2,2,3,2,1,3,1,1,2,2
333,4,4,5,2,4,2,3,1,2,1,3,3,1,1,1,2,2,1,1,1,1
607,2,4,3,5,3,2,3,3,2,2,3,4,2,3,3,1,3,1,1,1,1
527,4,1,5,5,2,1,4,1,3,1,1,1,2,3,2,2,2,2,1,1,2
231,4,1,3,1,3,3,5,1,3,1,3,4,2,3,3,1,2,1,1,1,2
508,4,3,3,5,2,1,3,3,4,1,1,2,2,3,2,1,3,1,1,1,2
428,4,1,3,4,1,1,5,1,3,1,3,3,1,3,2,1,3,1,1,1,2
314,3,1,3,1,2,5,2,1,3,1,1,1,2,3,2,1,2,2,1,2,2
980,2,4,5,4,4,1,4,1,3,1,1,2,2,3,2,1,3,1,1,1,1
617,1,1,5,1,3,1,3,1,3,1,2,1,2,3,1,3,3,2,1,1,2
551,4,1,2,5,2,3,5,1,3,1,3,2,2,1,2,1,2,2,1,1,2
730,2,3,4,5,4,1,2,1,3,1,1,3,2,3,2,1,3,1,1,1,2
238,4,1,5,5,1,1,3,3,2,1,1,2,2,3,2,2,3,1,1,1,2
137,2,1,3,5,1,3,3,3,3,1,2,1,2,3,2,1,2,1,1,1,1
25,1,1,3,4,2,1,3,1,3,1,1,1,2,1,2,1,2,1,2,1,2
772,4,3,5,2,3,1,5,1,3,1,3,3,2,3,2,1,4,1,2,1,2
883,4,2,5,5,1,1,1,3,2,1,3,3,2,3,2,2,1,1,1,1,2
340,2,3,5,8,4,1,2,1,2,1,3,4,1,3,3,2,3,1,2,1,2
61,2,2,5,5,2,5,5,3,3,3,3,1,2,3,2,2,3,1,2,1,2
307,1,1,3,5,1,2,2,3,4,1,2,4,2,3,2,1,2,1,2,1,1
158,2,3,3,1,3,2,4,1,3,1,2,3,2,1,2,2,3,1,2,1,2
523,4,3,3,2,3,2,4,2,2,1,3,3,1,3,2,1,3,1,1,1,2
471,1,1,3,8,1,1,2,3,2,1,3,2,1,3,2,1,3,1,1,1,1
17,1,4,1,10,4,5,2,1,3,1,2,3,1,1,2,3,3,1,1,1,2
67,2,1,3,1,1,4,3,3,4,1,1,1,1,3,2,1,3,1,1,1,2
760,4,2,5,1,4,5,5,1,2,1,3,3,2,3,2,1,3,1,2,1,2
736,2,3,3,2,4,1,3,1,2,1,3,3,1,3,1,2,4,1,1,1,1
112,2,2,3,1,4,1,4,2,3,1,2,1,2,3,1,1,2,1,1,1,2
856,4,1,3,9,1,5,4,3,2,1,2,2,2,3,2,1,3,1,2,1,2
618,2,4,3,4,3,2,3,1,2,2,3,3,1,3,1,1,3,1,1,1,1
516,1,1,5,1,1,1,2,1,3,1,3,1,2,3,2,1,2,2,1,2,2
918,1,3,3,4,3,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,1
102,4,1,4,5,1,1,3,2,2,1,1,1,1,3,2,1,3,1,1,1,2
415,4,4,5,2,4,1,5,1,3,1,1,2,2,3,2,2,3,2,2,1,2
741,2,1,2,5,1,1,3,3,3,1,3,1,1,2,2,1,2,1,1,1,2
487,4,3,3,1,3,1,5,3,2,2,3,4,2,3,3,1,3,1,2,1,2
473,4,1,3,9,1,5,1,3,3,1,3,2,2,3,2,1,4,2,2,1,2
810,2,1,3,10,1,1,2,2,4,1,1,1,2,3,2,1,3,1,2,1,2
842,4,2,3,7,2,1,2,3,2,1,3,1,1,3,2,1,3,1,1,1,1
291,2,4,3,2,4,1,2,1,4,1,3,3,2,3,1,1,4,1,2,1,1
263,4,1,5,8,3,1,5,1,2,1,3,4,2,1,3,3,2,1,1,1,2
251,3,1,3,4,2,1,3,1,2,1,1,3,2,3,2,1,2,1,1,1,2
605,1,3,2,4,3,3,3,3,3,1,3,1,1,2,2,1,3,1,2,1,2
671,4,4,3,10,4,2,4,1,3,1,1,3,2,3,2,2,3,1,2,1,2
792,4,1,5,4,1,5,3,1,4,1,1,2,2,3,2,2,3,1,1,1,2
773,4,3,5,5,2,2,5,3,3,1,3,2,2,1,2,2,3,1,1,1,2
1,2,4,3,5,4,1,3,1,2,1,1,1,1,3,2,1,3,1,1,1,1
549,4,4,5,2,4,5,4,1,3,1,1,4,2,3,3,2,3,1,2,1,2
375,1,4,2,10,4,1,4,1,2,3,3,3,2,3,1,1,3,1,1,1,1
932,4,1,5,1,1,1,3,2,3,1,1,1,2,3,2,2,3,1,1,1,2
754,4,1,4,7,2,4,5,3,3,1,3,4,2,3,3,2,3,2,1,1,1
367,1,2,3,4,3,1,2,1,2,1,3,3,1,3,1,1,3,1,1,1,2
402,4,3,4,10,4,1,2,1,3,1,1,3,2,1,2,2,3,1,2,1,1
678,1,3,3,5,3,1,5,3,3,1,3,1,2,1,1,1,2,1,1,1,2
804,2,1,3,1,4,5,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2
2,4,1,5,8,2,1,4,1,3,1,2,1,2,3,2,1,2,2,1,1,2
95,2,4,1,10,4,1,2,2,3,1,3,4,2,3,1,1,3,1,2,1,1
535,3,3,5,8,2,1,2,1,1,1,1,3,2,3,1,1,3,1,1,1,1
496,2,4,3,4,4,2,2,3,3,2,1,4,2,3,1,1,4,1,2,1,1
820,4,1,3,1,1,1,3,2,4,1,1,1,2,3,2,2,3,1,2,1,2
885,1,1,3,8,1,1,2,3,2,1,3,2,2,3,2,1,3,1,1,1,1
284,2,3,5,1,3,2,2,3,1,1,1,3,2,3,2,1,3,1,2,1,2
211,4,4,3,5,3,5,5,1,2,1,3,1,2,3,2,1,2,1,2,1,2
410,2,3,3,5,2,1,5,3,2,1,3,3,1,3,2,1,3,1,2,1,2
645,4,4,4,10,4,5,2,3,3,1,3,3,2,3,1,2,3,1,2,1,1
173,2,1,3,5,2,1,3,3,3,3,1,1,2,3,2,1,3,1,1,2,2
287,2,4,4,3,4,2,1,1,3,1,3,4,2,3,3,1,4,1,2,1,2
757,3,2,5,5,1,5,3,2,3,1,3,4,2,3,3,2,3,1,2,1,1
142,1,4,3,5,3,1,3,2,3,1,1,3,2,3,2,1,4,1,1,1,2
412,4,1,5,10,2,1,1,3,3,1,1,3,2,2,2,2,4,1,2,1,1
192,2,4,3,10,3,1,3,3,3,1,1,3,2,3,2,1,3,2,2,1,1
982,3,3,3,1,3,2,3,1,2,1,1,3,2,1,2,1,4,1,2,1,2
401,2,2,5,10,2,5,3,3,4,1,3,1,2,1,2,2,3,1,1,1,2
229,1,3,3,4,3,1,2,3,3,1,1,4,1,1,3,1,3,1,1,1,2
836,4,1,3,5,1,5,3,3,2,1,1,3,1,3,2,1,3,1,1,1,2
758,4,3,3,1,2,1,3,1,3,3,1,1,2,3,2,1,3,1,2,1,2
217,3,4,3,5,3,1,3,1,3,1,1,1,1,3,2,1,3,1,2,1,2
597,2,3,1,10,4,1,3,1,3,1,3,1,2,3,2,3,2,1,2,1,1
761,1,2,5,4,2,1,3,3,2,1,3,1,1,3,1,2,3,1,1,1,1
154,2,3,4,10,4,2,4,3,3,1,3,3,2,3,1,1,4,1,2,1,2
430,4,1,3,10,3,1,4,1,3,1,3,1,2,3,2,1,2,1,1,1,2
403,4,2,4,1,1,1,3,3,3,1,1,3,2,3,2,2,2,1,1,1,2
181,2,4,4,10,4,1,3,1,1,1,1,1,2,2,2,2,4,1,2,1,1
335,1,1,5,4,3,1,3,1,1,1,3,1,2,3,1,1,4,1,2,1,1
821,3,1,3,5,3,1,3,2,4,1,1,3,1,3,2,1,3,1,1,1,2
74,1,4,3,8,2,5,5,3,3,1,3,4,2,3,2,1,4,1,2,1,1
414,1,3,3,1,2,5,3,3,2,1,1,2,2,3,2,1,3,1,1,1,1
435,2,1,3,5,2,5,3,1,4,1,1,1,1,3,2,1,3,1,2,1,1
998,1,4,3,5,2,1,3,3,3,1,3,4,1,3,3,1,3,1,2,1,1
625,4,2,3,5,2,5,5,3,3,1,1,3,2,3,2,1,3,1,1,1,2
640,1,2,3,8,1,1,1,3,2,1,1,1,2,3,2,1,1,1,1,1,1
233,2,2,3,5,1,1,3,3,4,3,1,1,1,3,2,1,2,1,1,1,2
20,4,1,5,1,2,1,3,3,3,1,3,3,2,3,2,3,3,1,2,1,2
922,1,1,3,5,2,1,2,2,2,1,3,2,1,3,1,1,3,1,1,1,1
769,4,1,5,5,2,1,5,1,3,1,3,1,2,3,2,2,2,1,2,1,2
878,1,1,3,1,2,1,2,2,3,1,1,4,2,3,3,1,4,1,2,1,1
609,4,2,3,2,1,5,5,3,3,1,3,4,2,1,3,1,3,2,1,1,2
589,1,1,5,4,2,1,5,2,3,1,2,2,2,3,2,2,3,1,1,1,1
30,2,2,3,10,2,4,2,2,4,1,2,1,2,1,2,1,3,1,2,1,2
290,4,1,3,10,1,1,3,1,4,1,1,1,2,3,2,1,3,1,2,2,2
252,2,4,3,1,2,1,3,3,2,3,1,4,1,1,2,1,3,1,1,1,1
69,4,4,3,5,3,5,3,3,2,1,3,3,1,3,2,1,3,1,1,1,2
87,2,4,3,8,4,2,3,1,3,1,3,4,2,3,3,1,3,2,2,1,1
114,1,1,3,5,2,3,5,2,4,1,1,1,2,3,2,1,3,1,1,1,2
548,1,1,2,5,1,1,3,3,2,1,3,1,1,1,2,1,2,1,1,1,1
91,1,1,5,2,2,1,5,3,3,1,2,1,2,3,2,1,3,1,1,1,2
465,1,3,3,2,3,1,3,2,3,3,3,4,2,1,2,1,3,2,2,1,2
861,4,2,4,10,2,1,3,3,4,1,1,3,2,3,2,1,3,1,2,1,1
708,2,1,3,5,1,1,5,3,2,1,3,1,1,3,2,1,3,1,1,1,2
167,2,1,3,4,2,4,2,3,2,1,1,1,1,3,2,1,3,1,1,1,2
407,1,2,3,5,1,1,2,3,4,1,1,1,2,3,2,1,3,1,1,2,2
616,2,4,4,5,4,5,3,1,3,1,1,4,2,3,3,1,4,1,1,1,2
320,2,4,5,1,4,1,1,3,4,1,1,3,2,3,2,2,4,1,1,1,1
916,4,1,3,2,3,2,3,1,3,2,1,1,2,3,2,1,3,2,1,1,2
585,1,2,3,4,2,1,3,1,2,1,3,1,1,1,1,1,3,1,1,1,1
77,2,1,4,5,4,1,4,1,3,1,3,2,2,3,2,1,3,1,1,1,2
704,2,4,3,10,3,1,2,3,2,1,1,2,2,3,2,1,3,2,2,1,2
566,1,1,3,1,2,1,4,1,1,1,2,3,2,3,2,1,3,1,1,1,1
531,2,2,3,1,3,2,3,1,2,1,3,3,2,3,1,2,3,1,2,1,1
598,4,2,5,1,3,1,4,1,3,1,1,2,2,1,2,2,3,1,1,1,1
690,1,2,5,4,1,1,3,1,1,1,2,2,1,3,2,2,3,1,1,1,2
257,1,1,2,5,2,1,3,3,1,1,1,4,2,3,3,1,3,1,1,1,1
255,2,4,4,5,4,5,3,1,3,1,1,1,2,3,2,1,2,1,1,1,2
727,1,2,3,5,2,1,3,3,2,1,3,3,1,1,1,2,3,1,1,1,1
910,4,4,4,5,4,1,3,3,2,1,3,1,2,3,2,2,3,1,1,1,2
705,4,2,3,1,4,3,5,1,2,1,3,4,2,3,3,1,3,1,1,1,2
497,4,3,5,4,2,1,4,3,3,1,2,2,2,3,2,2,3,1,1,1,2
130,2,4,3,1,4,5,4,1,2,1,1,3,1,3,2,1,3,1,1,1,2
957,2,1,5,5,1,1,5,1,3,1,3,1,2,3,2,3,2,1,1,1,2
100,4,3,3,1,2,2,5,3,4,1,3,1,2,3,1,1,2,1,1,1,2
171,4,1,3,4,1,1,3,3,2,1,1,1,2,3,2,1,3,1,2,1,2
934,1,1,3,5,2,1,3,3,2,1,1,3,1,1,2,1,3,1,1,1,2
702,3,3,3,5,2,2,5,3,2,1,1,4,2,3,3,1,3,1,2,1,2
871,3,1,5,1,1,1,5,1,3,1,3,1,2,3,2,2,3,2,1,2,2
453,4,3,3,2,3,1,5,3,3,1,3,3,2,3,2,1,4,1,2,1,2
955,1,3,5,5,1,4,5,3,2,1,3,2,2,3,1,2,4,1,2,1,2
655,1,2,3,1,4,1,1,1,3,1,3,4,1,3,3,1,3,1,1,1,2
866,1,2,3,5,3,1,2,3,2,1,1,3,2,2,2,1,3,1,1,1,2
200,4,1,5,8,1,3,5,3,3,1,1,3,2,3,2,2,3,1,2,1,2
202,4,4,4,10,4,1,4,2,3,1,3,3,2,3,2,2,3,1,1,1,2
712,4,3,3,2,3,5,5,3,3,1,3,1,2,3,2,1,4,1,2,1,2
827,4,2,1,10,4,1,3,1,3,1,1,3,2,2,2,2,3,2,1,1,1
660,3,1,3,5,1,1,3,2,4,1,3,1,1,3,1,1,3,1,1,1,2
780,2,4,5,5,4,1,4,1,3,3,1,1,1,3,2,2,3,1,1,1,1
455,4,3,3,2,3,1,2,3,2,1,1,4,2,3,2,1,4,1,2,1,2
633,4,1,3,4,2,1,2,1,2,2,1,3,1,3,1,2,3,1,1,1,1
136,4,4,4,2,4,4,3,1,3,1,1,3,2,3,2,2,3,1,1,1,2
520,4,3,5,7,4,1,5,2,3,1,3,4,2,3,3,2,3,1,1,1,2
659,2,2,5,4,4,1,5,1,3,1,1,4,2,3,2,1,3,1,2,1,2
569,1,4,3,5,4,1,3,2,2,1,1,3,2,3,2,1,3,1,2,1,1
378,2,4,3,1,4,1,5,3,3,1,1,4,2,3,3,1,4,1,2,1,1
706,2,4,3,1,4,2,4,2,3,1,1,2,1,3,2,1,3,1,1,1,1
270,4,2,3,1,3,5,4,3,3,1,2,2,2,3,2,1,3,1,1,2,2
606,4,3,5,10,4,1,3,2,3,1,1,1,2,3,2,1,4,1,2,1,2
63,2,4,1,10,4,1,3,1,3,1,1,3,1,3,2,1,3,1,2,1,1
393,1,1,5,5,2,1,4,1,2,1,3,3,2,3,2,1,3,1,1,1,2
70,4,4,3,2,4,1,3,1,2,1,1,2,2,1,2,1,3,1,1,1,2
534,4,3,3,5,3,5,2,3,3,1,1,3,1,3,2,2,3,1,1,1,2
271,4,1,5,4,2,3,4,2,2,1,3,3,2,3,1,1,3,1,2,1,2
543,3,2,3,4,3,1,3,1,3,1,1,1,2,3,2,1,2,2,1,1,1
778,4,4,5,2,4,4,5,3,3,1,1,3,2,3,2,2,4,1,2,1,2
160,4,3,5,5,3,2,5,2,3,1,3,1,2,3,2,1,3,2,2,1,2
870,4,4,4,4,4,3,4,1,2,1,3,3,2,3,2,2,3,1,2,1,2
169,2,3,5,10,2,1,5,3,1,1,3,1,2,3,2,2,3,1,2,1,1
36,4,4,5,8,4,1,3,1,3,1,2,4,2,1,3,1,3,1,2,1,2
243,4,1,5,10,1,1,3,2,2,1,1,1,2,3,2,2,3,1,1,1,2
82,4,2,3,10,2,2,3,2,2,1,3,2,1,3,1,1,2,1,1,1,2
260,1,1,3,4,2,1,3,1,3,1,1,1,2,3,2,1,3,1,1,1,2
372,4,1,5,4,2,1,2,1,2,1,2,1,1,3,1,2,3,1,1,1,2
990,4,1,5,8,3,5,2,1,3,1,1,2,2,3,2,2,2,2,1,1,2
22,1,1,5,1,2,1,2,1,3,1,2,1,2,3,1,2,2,2,1,2,2
337,1,2,3,6,1,5,3,3,2,1,1,3,1,3,1,1,3,1,1,1,1
308,2,1,3,4,1,1,3,2,2,1,3,1,1,3,2,1,3,1,1,1,1
970,2,2,3,7,2,2,3,3,3,3,1,1,1,3,2,1,3,1,1,1,2
751,1,2,3,1,1,1,2,1,2,1,1,3,1,3,2,1,2,1,1,1,1
507,2,2,2,1,4,2,1,1,3,1,1,2,2,3,2,1,4,2,2,1,1
220,2,1,3,5,1,1,2,3,4,3,1,1,2,1,2,1,2,1,1,1,2
13,1,3,5,1,1,1,5,3,3,1,3,3,2,3,2,2,2,1,1,1,1
962,4,2,3,1,3,5,3,2,3,1,1,4,2,3,2,1,3,1,1,1,2
672,4,4,3,1,4,1,5,1,3,1,3,2,2,3,2,1,4,1,2,1,2
584,4,1,3,1,2,5,5,3,2,1,3,4,2,3,3,1,4,1,2,1,2
511,4,4,3,2,4,1,3,1,3,1,1,4,2,3,3,1,4,1,2,1,2
177,1,1,5,5,1,3,5,3,3,1,3,3,2,3,2,2,3,1,1,1,2
276,4,2,5,5,3,1,3,1,2,1,1,3,2,3,2,2,3,1,1,1,2
547,4,3,3,5,2,1,4,2,3,1,1,3,2,1,2,1,3,2,1,1,2
838,1,3,5,2,3,1,5,3,3,1,3,2,2,3,2,2,3,1,2,1,2
719,2,3,1,2,4,2,5,2,4,1,3,3,2,1,2,2,3,1,2,1,2
476,4,4,3,2,3,3,3,3,3,1,3,3,1,3,2,1,3,1,1,1,2
225,4,4,1,7,3,1,3,3,3,1,1,3,2,3,2,2,3,1,1,1,2
632,2,2,3,5,2,5,2,3,3,1,1,2,1,3,2,1,3,1,1,1,2
216,1,2,1,10,3,1,4,2,3,1,1,2,2,1,2,1,3,1,2,1,2
29,1,4,4,10,4,1,5,2,3,1,3,4,2,3,2,2,3,1,2,1,1
